院校,专业,最低分,位次,科目,批次
中国海洋大学,物理学,645,8674,理科,本科批
中国海洋大学,计算机类（含计算机科学与技术、智能科学与技术、保密管理、数据科学与大数据技术、网络空间安全专业）,649,7343,理科,本科批
中国海洋大学,国际经济与贸易,622,1268,文科,本科批
中国海洋大学,政治学与行政学,621,1336,文科,本科批
中国海洋大学,材料类（含材料科学与工程、高分子材料与工程专业）,649,7343,理科,本科批
中国海洋大学,机械设计制造及其自动化,646,8341,理科,本科批
中国海洋大学,药学,634,12894,理科,本科提前批
中国海洋大学,水产养殖学,631,14193,理科,本科提前批
中国海洋大学,法学（中外合作办学）,610,2336,文科,本科提前批
中国海洋大学,法学（中外合作办学）,613,23347,理科,本科提前批
中国海洋大学,食品科学与工程（中外合作办学）,614,22806,理科,本科提前批
中国海洋大学,数学与应用数学（中外合作办学）,618,20579,理科,本科提前批
中国海洋大学,计算机科学与技术（中外合作办学）,623,17933,理科,本科提前批
中国海洋大学,生物技术（中外合作办学）,616,21637,理科,本科提前批
中国海洋大学,海洋科学（中外合作办学）,623,17933,理科,本科提前批
中国海洋大学,海洋渔业科学与技术,636,12058,理科,本科提前批
西北农林科技大学,水土保持与荒漠化防治,629,15092,理科,本科批
西北农林科技大学,植物保护,624,17444,理科,本科批
西北农林科技大学,动物医学类（含动物医学、动物药学专业）,624,17444,理科,本科批
西北农林科技大学,园艺（园艺类）（含园艺、茶学专业）,624,17444,理科,本科批
西北农林科技大学,电气工程及其自动化,630,14623,理科,本科批
西北农林科技大学,生物科学类（含生物科学、生物技术、生物工程专业）,627,16046,理科,本科批
西北农林科技大学,农学（农学类）（含农学、植物科学与技术、种子科学与工程专业）,630,14623,理科,本科批
西北农林科技大学,林业工程类（含林产化工、木材科学与工程专业）,624,17444,理科,本科批
西北农林科技大学,资源环境科学,626,16498,理科,本科批
西北农林科技大学,计算机类（含数据科学与大数据技术、软件工程、信息管理与信息系统、计算机科学与技术、电子商务专业）,631,14193,理科,本科批
西北农林科技大学,风景园林,626,16498,理科,本科批
西北农林科技大学,制药工程,625,16958,理科,本科批
西北农林科技大学,光电信息科学与工程,628,15579,理科,本科批
西北农林科技大学,工商管理类（含市场营销、土地资源管理、农林经济管理、工商管理、会计学专业）,627,16046,理科,本科批
西北农林科技大学,经济学类（含经济学、国际经济与贸易、金融学、保险学专业）,628,15579,理科,本科批
西北农林科技大学,土木工程,627,16046,理科,本科批
西北农林科技大学,地理信息科学,624,17444,理科,本科批
西北农林科技大学,电子信息工程,632,13750,理科,本科批
西北农林科技大学,林学类（含林学、森林保护专业）,624,17444,理科,本科批
西北农林科技大学,公共管理类（含劳动与社会保障、公共事业管理专业）,610,2336,文科,本科批
西北农林科技大学,植物保护,622,18484,理科,本科提前批
西北农林科技大学,食品科学与工程类,622,18484,理科,本科提前批
西北农林科技大学,葡萄与葡萄酒工程,621,18977,理科,本科提前批
西北农林科技大学,水利类（卓越班）,626,16498,理科,本科提前批
西北农林科技大学,食品营养与健康（卓越班）,621,18977,理科,本科提前批
西北农林科技大学,环境科学（中外合作办学）,588,39788,理科,本科提前批
西北农林科技大学,食品科学与工程（中外合作办学）,604,28870,理科,本科提前批
西北农林科技大学,农学（农学类）,623,17933,理科,本科提前批
西北农林科技大学,生物科学类（生命科学与技术基地班）,622,18484,理科,本科提前批
西北农林科技大学,环境科学与工程类（卓越班）,622,18484,理科,本科提前批
西北农林科技大学,工商管理类（卓越班）,626,16498,理科,本科提前批
西北农林科技大学,动物科学（动物类）,621,18977,理科,本科提前批
西北农林科技大学,生物科学类,621,18977,理科,本科提前批
西北农林科技大学,机械类（卓越班）,622,18484,理科,本科提前批
中央民族大学,民族学,629,881,文科,本科批
中央民族大学,外国语言文学类（含英语、翻译专业）,646,8341,理科,本科批
中央民族大学,教育学,627,975,文科,本科批
中央民族大学,法学类（含法学、法学（法学与英语）专业）,627,975,文科,本科批
中央民族大学,经济学类（含经济学、财政学、金融学、国际经济与贸易专业）,650,7007,理科,本科批
中央民族大学,外国语言文学类（含英语、翻译专业）,627,975,文科,本科批
中央民族大学,法学类（含法学、法学（法学与英语）专业）,649,7343,理科,本科批
中央民族大学,哲学类（含哲学、宗教学专业）,629,881,文科,本科批
中央民族大学,中药学,647,7994,理科,本科批
中央民族大学,环境科学与工程类（含环境工程、环境科学、化学专业）,647,7994,理科,本科批
中央民族大学,信息与计算科学,645,8674,理科,本科批
中央民族大学,新闻传播学类（含新闻学、广告学专业）,627,975,文科,本科批
中央民族大学,电子信息类（含电子信息工程、通信工程专业）,646,8341,理科,本科批
中央民族大学,社会学类（含社会学、社会工作专业）,627,975,文科,本科批
中央民族大学,生物科学类,644,8965,理科,本科提前批
中央民族大学,公共管理类,620,1396,文科,本科提前批
中央民族大学,工商管理类,641,10082,理科,本科提前批
中央民族大学,计算机类,645,8674,理科,本科提前批
中央民族大学,信息与计算科学,645,8674,理科,本科提前批
中央民族大学,汉语言文学,625,1088,文科,本科提前批
中央民族大学,历史学类,624,1133,文科,本科提前批
