院校,专业,最低分,位次,科目,批次
清华大学,临床医学类（协和）（含临床医学专业）,704,55,理科,本科批
清华大学,电子信息类（含电子信息科学与技术、微电子科学与工程、生物医学工程专业）,704,55,理科,本科批
清华大学,自动化类（含自动化、信息管理与信息系统专业）,704,55,理科,本科批
清华大学,理科试验班类（新雅书院）（含物理学（等各专业）专业）,714,1,理科,本科批
清华大学,理科试验班类（经济、金融与管理）（含金融学类、信息管理与信息系统专业）,705,44,理科,本科批
清华大学,建筑类（含建筑学、城乡规划、风景园林专业）,708,32,理科,本科批
清华大学,计算机类（含计算机科学与技术、软件工程、计算机科学与技术（计算机科学实验班）、计算机科学与技术（智班）专业）,710,1,理科,本科批
清华大学,工科试验班类（能源与电气）（含建筑环境与能源应用工程、电气工程及其自动化、电气工程及其自动化（能源互联网国际班）、能源与动力工程专业）,704,55,理科,本科批
清华大学,工科试验班类（环境、化工与新材料）（含环境工程、环境工程（全球环境国际班）、化学工程与工业生物工程、高分子材料与工程、材料科学与工程专业）,709,1,理科,本科批
清华大学,理科试验班类（数理）（含数学与应用数学、物理学、数理基础科学、工程物理、工程物理（能源实验班）专业）,705,44,理科,本科批
清华大学,文科试验班类（经济、金融与管理）（含经济与金融（国际班）专业）,679,1,文科,本科批
清华大学,理科试验班类（化生）（含化学、化学生物学、生物科学、药学、化学工程与工业生物工程、高分子材料与工程专业）,715,1,理科,本科批
清华大学,临床医学类（医学实验班）（含临床医学专业）,709,1,理科,本科批
清华大学,工科试验班类（机械、航空与动力）（含机械工程、机械工程（实验班）、测控技术与仪器、能源与动力工程、车辆工程、车辆工程（电子信息方向）、车辆工程（车身方向）、工业工程、航空航天类、工程力学（钱学森力学班）专业）,704,55,理科,本科批
清华大学,土木、水利与海洋工程,700,108,理科,本科提前批
清华大学,电子信息类,699,136,理科,本科提前批
清华大学,工科试验班类（环境、化工与新材料）,691,382,理科,本科提前批
清华大学,建筑类,695,226,理科,本科提前批
清华大学,工科试验班类（机械、航空与动力）,692,339,理科,本科提前批
清华大学,理科试验班类（化生）,690,418,理科,本科提前批
清华大学,法学（含国际班）,644,316,文科,本科提前批
清华大学,文科试验班类（人文与社会）,659,75,文科,本科提前批
清华大学,理科试验班类（数理）,697,170,理科,本科提前批
清华大学,工科试验班类（能源与电气）,699,136,理科,本科提前批
清华大学,自动化类,698,150,理科,本科提前批
北京大学,法学,671,1,文科,本科批
北京大学,考古学,668,1,文科,本科批
北京大学,工商管理类（含金融学、金融学（金融经济学）、会计学、市场营销专业）,689,1,文科,本科批
北京大学,理科试验班类（含数学类、物理学类、天文学、地球物理学类、心理学类、计算机类、电子信息类专业）,706,40,理科,本科批
北京大学,信息管理与信息系统,668,1,文科,本科批
北京大学,中国语言文学类（含汉语言文学、汉语言、古典文献学、应用语言学专业）,672,1,文科,本科批
北京大学,新闻传播学类（含新闻学、广播电视学、广告学、编辑出版学专业）,668,1,文科,本科批
北京大学,经济学类（含经济学、金融学、国际经济与贸易、保险学（风险管理与保险）、财政学、资源与环境经济学专业）,678,1,文科,本科批
北京大学,环境科学（环境、生态、地理与资源环境）,707,34,理科,本科批
北京大学,生物科学类（含生物科学、生物技术专业）,703,63,理科,本科批
北京大学,文科试验班类（全校教学资源范围内自由选择专业）（含中国语言文学类、考古学、历史学类、哲学类、社会学类、国际政治、意管理与信意系统、新闻传播学类、经济法学、学类、工商管理类、公共管理类专业）,677,1,文科,本科批
北京大学,物理学类（含物理学、大气科学（大气与海洋）专业）,703,63,理科,本科批
北京大学,历史学类（含历史学（中国史）、世界史、外国语言与外国历史专业）,668,1,文科,本科批
北京大学,社会学类（含社会学、社会工作专业）,672,1,文科,本科批
北京大学,哲学类（含哲学、宗教学、哲学（科技哲学与逻辑学方向）专业）,669,1,文科,本科批
北京大学,数学类（含数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融）专业）,706,40,理科,本科批
北京大学,计算机类（含计算机科学与技术、智能科学与技术专业）,704,55,理科,本科批
北京大学,工科试验班类（含理论与应用力学、工程力学、能源与环境系统工程、航空航天工程、生物医学工程、材料科学与工程专业）,703,63,理科,本科批
北京大学,英语（只招英语语种考生）,667,30,文科,本科批
北京大学,国际政治（国政、外交学、国际政经）,668,1,文科,本科批
北京大学,法学,660,65,文科,本科提前批
北京大学,西班牙语,663,44,文科,本科提前批
北京大学,蒙古语,665,35,文科,本科提前批
北京大学,国际政治（国政、外交学、国际政经）,653,141,文科,本科提前批
北京大学,朝鲜语,666,33,文科,本科提前批
北京大学,心理学类,688,537,理科,本科提前批
北京大学,环境科学（环境、生态、地理与资源环境）,688,537,理科,本科提前批
北京大学,德语,667,30,文科,本科提前批
北京大学,俄语,661,59,文科,本科提前批
北京大学,工科试验班类,689,466,理科,本科提前批
北京大学,信息管理与信息系统,650,185,文科,本科提前批
北京大学,社会学类,651,166,文科,本科提前批
北京大学,地球物理学类,689,466,理科,本科提前批
复旦大学,法学（卓越法律人才基地）（含复旦美国杜兰大学“3+1”双学位项目；含赴美国哥伦比亚大学、康奈尔大学、加拿大麦吉尔大学、德国汉堡大学等校免学费交流项目）,661,59,文科,本科批
复旦大学,经济学类（含经济学、经济学（数理经济方向拔尖项目）、经济学（国际项目UIPE）、国际经济与贸易（国际经济学）、金融学、财政学、保险学专业；含数理经济拔尖项目、经济学专业国际项目和复旦荷兰格罗宁根大学2+2双学位项目；含赴芝加哥大学、加州大学、新加坡国立大学、苏黎世大学、高等商学院、慕尼黑大学庆应大学等免学费交流项目，麻省理工、宾夕法尼亚大学、加州大学伯克利分校、伦敦政经等访学项目）,698,150,理科,本科批
复旦大学,历史学类（含历史学、旅游管理、文物与博物馆学专业；含赴加拿大女王大学、丹麦哥本哈根大学、日本御茶水大学等校免学费交流项目）,658,83,文科,本科批
复旦大学,经济学类（含经济学、经济学（数理经济方向拔尖项目）、经济学（国际项目UIPE）、国际经济与贸易（国际经济学）、金融学、财政学、保险学专业；含数理经济拔尖项目、经济学专业国际项目和复旦荷兰格罗宁根大学2+2双学位项目；含赴芝加哥大学、加州大学新加坡国立大学、苏黎世大学、巴黎高等商学院、慕尼黑大学、庆应大学等免学费交流项目，麻省理工、宾夕法尼亚大学、加州大学伯克利分校、伦敦政经等访学项目）,663,44,文科,本科批
复旦大学,工科试验班（新工科本研贯通）（含智能科学与技术（卓越班）、微电子科学与工程（卓越班）、人工智能专业；大利亚莫纳什大学等“2+2”双学位项目，与加拿大多伦多大学、美国佛罗里达大学等“3+1+1”本硕连读项目）,698,150,理科,本科批
复旦大学,数学类（拔尖人才培养计划）（含数学与应用数学、信息与计算科学、数据科学与大数据技术专业）,698,150,理科,本科批
复旦大学,新闻传播学类（卓越新闻人才计划）（含新闻学、广播电视学、传播学、广告学专业；含复旦日本早稻田大学“3+1+1”、复旦美国密苏里大学“2+2”双学位项目；含赴美国北卡罗莱纳大学、纽约城市大学、德国慕尼黑大学等校免学费交流项目）,662,52,文科,本科批
复旦大学,经济管理试验班（含会计学、市场营销、统计学、工商管理（战略、商务、人力资源方向）、（金融方向）、管理科学（供应链方向）、息管理与信息系统（电商方向）专业；美国南加州大学、英国华威大学、法国巴黎高等商学院等校免学费交流项目）,700,108,理科,本科批
复旦大学,中国语言文学类（含汉语言文学、汉语言专业；含赴美国韦尔斯利学院、德国科隆大学、日本早稻田大学，香港浸会大学、台湾大学等校免学费交流项目）,657,91,文科,本科批
复旦大学,经济管理试验班,682,922,理科,本科提前批
复旦大学,微电子科学与工程（国家示范性微电子学院）,694,261,理科,本科提前批
复旦大学,核工程与核技术,692,339,理科,本科提前批
复旦大学,自然科学试验班（拔尖人才培养计划）（其他备注及方向整理中）,693,303,理科,本科提前批
复旦大学,社会科学试验班（其他备注及方向整理中）,642,362,文科,本科提前批
复旦大学,技术科学试验班（卓越班）（其他备注及方向整理中）,684,769,理科,本科提前批
复旦大学,经济学类,681,1024,理科,本科提前批
中国人民大学,法学,666,33,文科,本科批
中国人民大学,法学,693,303,理科,本科批
中国人民大学,经济学类（含经济学、国际经济与贸易、能源经济、国民经济管理专业）,697,170,理科,本科批
中国人民大学,工商管理类（含工商管理、财务管理、会计学、市场营销、管理科学、贸易经济专业）,658,83,文科,本科批
中国人民大学,财政学类（含财政学、税收学专业）,659,75,文科,本科批
中国人民大学,金融学类（含金融学、金融工程、信用管理、保险学专业）,699,136,理科,本科批
中国人民大学,国际政治（以学校公布分流专业为准）,659,75,文科,本科批
中国人民大学,理科试验班（含统计学、应用统计学、经济统计学、数据科学与大数据技术、环境科学、环境工程、资源与环境经济学、计算机科学与技术、信息管理与信息系统、信息安全、件工程、数学与应用数学、人工智能专业）,692,339,理科,本科批
中国人民大学,财政学类（含财政学、税收学专业）,696,198,理科,本科批
中国人民大学,经济学类（含经济学、国际经济与贸易、能源经济、国民经济管理专业）,662,52,文科,本科批
中国人民大学,人力资源管理（以学校公布分流专业为准）,690,418,理科,本科批
中国人民大学,人力资源管理（以学校公布分流专业为准）,657,91,文科,本科批
中国人民大学,社会科学试验班（管理学科类）（含行政管理、城市管理、土地资源管理、信息资源管理、档案学、农林经济管理、农村区域发展专业）,691,382,理科,本科批
中国人民大学,金融学类（含金融学、金融工程、信用管理、保险学专业）,662,52,文科,本科批
中国人民大学,新闻传播学类（含新闻学、广播电视学、广告学、传播学专业）,659,75,文科,本科批
中国人民大学,工商管理类（含工商管理、财务管理、会计学、市场营销、管理科学、贸易经济专业）,691,382,理科,本科批
中国人民大学,社会科学试验班（管理学科类）（含行政管理、城市管理、土地资源管理、信息资源管理、档案学、农林经济管理、农村区域发展专业）,658,83,文科,本科批
中国人民大学,外国语言文学类,656,105,文科,本科提前批
中国人民大学,社会科学试验班（管理学科类）,637,507,文科,本科提前批
中国人民大学,马克思主义理论类,656,105,文科,本科提前批
中国人民大学,社会学类,676,1574,理科,本科提前批
中国人民大学,人文科学试验班（以学校公布分流专业为准）（其他备注及方向整理中）,655,120,文科,本科提前批
中国人民大学,理科试验班（基础学科类）,685,707,理科,本科提前批
中国人民大学,外国语言文学类,682,922,理科,本科提前批
中国人民大学,理科试验班,679,1215,理科,本科提前批
上海交通大学,经济管理试验班（含双学士学位项目）（含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统专业；含经济学数学与应用数学双学士学位项目）,660,65,文科,本科批
上海交通大学,电子信息类（IEEE试点班，含双学士学位项目）（含自动化、信息工程、计算机科学与技术、信息安全专业；含电子信息类（IEEE试点班）数学与应用数学双学士学位项目）,700,108,理科,本科批
上海交通大学,电子信息类（中外合作办学）（交大密西根学院）（含机械工程、电子与计算机工程、材料科学与工程专业；不报不录）,701,88,理科,本科批
上海交通大学,经济管理试验班（含双学士学位项目）（含金融学、国际经济与贸易、经济学、工商管理、会计学、人力资源管理、信息管理与信息系统专业；含经济学数学与应用数学双学士学位项目）,702,77,理科,本科批
上海交通大学,人工智能（卓越人才试点班）,701,88,理科,本科批
上海交通大学,理科试验班类（数学科学学院）,684,769,理科,本科提前批
上海交通大学,工科试验班类（中外合作）,688,537,理科,本科提前批
上海交通大学,电子信息类,684,769,理科,本科提前批
上海交通大学,材料科学与工程（含双学士学位项目）,679,1215,理科,本科提前批
浙江大学,工科试验班（竺可桢学院图灵班（含计算机科学与技术、信息安全、人工智能专业））,699,136,理科,本科批
浙江大学,新闻传播学类（含新闻学、传播学专业）,654,129,文科,本科批
浙江大学,工科试验班（能源、化工与高分子）（含车辆工程、能源与环境系统工程、化学工程与工艺、生物工程、高分子材料与工程专业）,695,226,理科,本科批
浙江大学,社会科学试验班（含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学专业）,653,141,文科,本科批
浙江大学,工科试验班（电气与自动化）（含电气工程及其自动化、电子信息工程专业）,695,226,理科,本科批
浙江大学,工科试验班（信息）（含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程专业）,694,261,理科,本科批
浙江大学,机器人工程（竺可桢学院）,697,170,理科,本科批
浙江大学,外国语言文学类（含英语、翻译、德语、法语、西班牙语、日语、俄语专业）,653,141,文科,本科批
浙江大学,理科试验班（生命、环境、化学与地学）,676,1574,理科,本科提前批
浙江大学,工科试验班（中外合作办学，ZJUUIUC联合学院）,642,9708,理科,本科提前批
浙江大学,社会科学试验班,633,677,文科,本科提前批
浙江大学,工科试验班（信息）,686,652,理科,本科提前批
浙江大学,工科试验班（能源、化工与高分子）,681,1024,理科,本科提前批
浙江大学,工科试验班（航空航天与过程装备）,679,1215,理科,本科提前批
浙江大学,人文科学试验班,636,558,文科,本科提前批
浙江大学,应用生物科学（农学）,662,3821,理科,本科提前批
浙江大学,工科试验班（建筑与土木）,680,1113,理科,本科提前批
浙江大学,工科试验班（机械与材料）,679,1215,理科,本科提前批
浙江大学,工科试验班（海洋）,668,2704,理科,本科提前批
浙江大学,外国语言文学类,634,635,文科,本科提前批
浙江大学,海洋科学,666,3076,理科,本科提前批
浙江大学,新闻传播学类,634,635,文科,本科提前批
浙江大学,应用生物科学（生工食品）,669,2531,理科,本科提前批
中国科学技术大学,工科试验班（科技英才班）（含力学类、电子信息类、计算机类专业；含钱学森力学科技英才班、信息科技英才班、拔尖计划华夏计算机科技英才班）,693,303,理科,本科批
中国科学技术大学,计算机类（含计算机科学与技术、数据科学与大数据技术、软件工程专业；含计算机科技英才班、大数据英才班、中国科大微软亚洲研究院教育部创新人才培养实验班；依托国家高性能计算中心等国家级科研平台进行培养；含学校资助斯坦福大学、帝国理工学院等交流项目；含由华为、腾讯、微软等企业赞助毕业设计项目；含巴黎中央理工高电工程师学位项目）,693,303,理科,本科批
中国科学技术大学,数学类（含数学与应用数学、信息与计算科学、统计学、数据科学与大数据技术专业；含中法数学英才班（双语教学，优秀毕业生可直接攻读巴黎高等师范学校，巴黎六大、七大等法国高校博士学位）、华罗庚数学科技英才班（与中科院数学与系统科学研究院合办）；含学校资助斯坦福大学、耶鲁大学、哥伦比亚大学、牛津大学、剑桥大学、巴黎高等师范学校等交流项目）,692,339,理科,本科批
中国科学技术大学,工科试验班（含力学类、机械类、能源动力类、安全科学与工程类专业；含钱学森力学、吴仲华工程热物理、新能源、精密光机电与环境等科技英才班；含学校资助斯坦福大学日本“樱花计划”等交流项目；为航空航天、力学与先进智能材料设计、智能制造、精密测量、新能源与先进能源材料公共安全与应急管理等工程科学领域培养创新人才和领军人才）,691,382,理科,本科批
中国科学技术大学,电子信息类（含电子信息工程、电子科学与技术、通信工程、自动化、信息安全专业；含信息科技英才班、人工智能科技英才班、网络空间科学英才班、中国科大徽软亚洲研究院教育部创新人才培养实验班；依托“类脑智能技术及应用”“语音及语言信息处理”两个国家工程实验室、国家未来网络基础设施等国家级科研平台进行培养；含学校资助斯坦福大学等交流项目）,691,382,理科,本科批
中国科学技术大学,材料类（含材料物理、材料化学、高分子材料与工程专业；含师昌绪材料科技英才班（与中科院金属研究所合办）；依托微尺度物质科学国家研究中心、材料科学国家研究中心等国家级科研平台进行培养含学校资助哈佛大学、加州大学伯克利分校、理工学院、耶鲁大学等交流项目，与加州理工学院等合办“未来化学国际夏令营”）,691,382,理科,本科批
中国科学技术大学,物理学类（含物理学、应用物理学、天文学、光电信息科学与工程、电子科学与技术专业；严济慈物理、赵忠尧应用物理等科技英才班（与中科院相关研究所合办）、依托国家同步辐射实验室等国家级科研平台进行培养；含学校资助哈佛大学、耶鲁大学、加州大学伯克利分校、牛津大学等交流项目；与斯坦福大学、麻省理工学院、剑桥大学等合办“未来物理学家国际夏令营”）,694,261,理科,本科批
中国科学技术大学,化学类（含化学专业；含卢嘉锡化学科技英才班（与中科院上海有机化学研究所和北京化学研究所合办）；依托微尺度物质科学国家研究中心等国家级科研平台进行培养。含学校资助哈佛大学、加州大学伯克利分校、麻省理工学院、普林斯顿大学等交流项目，与加州理工学院等合办“未来化学国际夏令营”）,692,339,理科,本科批
中国科学技术大学,理科试验班类（含生物科学类专业；含贝时璋生命科技英才班（与中科院生物物理所和上海生命科培养计划（与北京协和医学院合办）、医学研究院合办）、生物医学交叉学科人才学英才班，依托微尺度物质科学国家研究中心、中科院临床研究医院等国家级科研平台培养含学校资助耶鲁大学、大学、UCLA等交流项目）,691,382,理科,本科批
中国科学技术大学,经济管理试验班（含管理科学与工程类、金融学类、工商管理类专业；含金融学类（智慧金融）、管理科学与工程类（商务智能）、工商管理类（创新创业）、统计学类（大数据）含工商管理精英班、中美合作3+X金融与商务英才班（哥伦比亚大学、西雅图华盛顿大学F0STER、圣路易斯华盛顿大学olin商学院）、统计学和经济类3+X项目（UW-Madison））,691,382,理科,本科批
中国科学技术大学,理科试验班类（少年班学院教学改革试点班）（含数学类、物理学类、化学类、地球物理学类、生物科学类、材料类、电子信息类、计算机类、核工程类、环境科学与工程类专业）,693,303,理科,本科批
中国科学技术大学,理科试验班类（拔尖计划科技英才班）（含数学类、物理学类、化学类、生物科学类专业；含华罗庚数学科技英才班、严济慈物理科技英才班、卢嘉锡化学科技英才班、贝时璋生命科技英才班）,699,136,理科,本科批
中国科学技术大学,电子信息类,679,1215,理科,本科提前批
中国科学技术大学,工科试验班,688,537,理科,本科提前批
中国科学技术大学,理科试验班类（其他备注及方向整理中）,675,1694,理科,本科提前批
中国科学技术大学,化学类,676,1574,理科,本科提前批
南京大学,计算机科学与技术,692,339,理科,本科批
南京大学,经济管理试验班（含经济学、金融学、金融工程、保险学、经济学（产业经济学方向）、工商管理、市场营销、会计学、财务管理、电子商务、工商管理（人力资源方向）、国际经济与贸易专业）,689,466,理科,本科批
南京大学,工科试验班（含材料物理、材料化学、新能源科学与工程、光电信息科学与工程、生物医学工程、自动化、工业工程类、建筑学、城乡规划专业）,690,418,理科,本科批
南京大学,理科试验班类（匡亚明学院大理科班）（含物理学类、计算机类、数学类、化学类、生物科学类、天文学类专业）,692,339,理科,本科批
南京大学,理科试验班（数理科学类）（含数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学、天文学、空间科学与技术、大气科学、应用气象学专业）,690,418,理科,本科批
南京大学,人工智能,692,339,理科,本科批
南京大学,理科试验班类（化学与生命科学类）（含环境工程、生物科学、生物技术、生态化学、应用化学、与管理方向）、写管理芳向产用玩科学（花环物物拱商环境科学（环境规划环境科学（环境化学与环境生物方向）专业））,689,466,理科,本科批
南京大学,电子信息类（含电子信息科学与技术、通信工程、微电子科学与工程、集成电路设计与集成系统专业）,691,382,理科,本科批
南京大学,人文科学试验班（人文艺术传播类）（含哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学（文物鉴定方向）专业）,655,120,文科,本科批
南京大学,社会科学试验班（含法学、编辑出版学、社会学、社会工作、应用心理学、行政管理、劳动与社会保障、图书馆学、档案学、信息管理与信息系统、政治学与行政学、国际政治专业）,656,105,文科,本科批
南京大学,软件工程（第三年第四年学费为16000元/年）,689,466,理科,本科批
南京大学,经济管理试验班（含经济学、金融学、金融工程、保险学、经济学（产业经济学方向）、工商管理、市场营销、会计学、财务管理、电子商务、工商管理（人力资源方向）、国际经济与贸易专业）,656,105,文科,本科批
南京大学,理科试验班类（化学与生命科学类）,675,1694,理科,本科提前批
南京大学,临床医学（5+3一体化）,678,1326,理科,本科提前批
南京大学,理科试验班类（地球科学与资源环境类）,674,1811,理科,本科提前批
南京大学,工科试验班,674,1811,理科,本科提前批
同济大学,工科试验班（智能交通与车辆类）（含交通工程、交通运输、车辆工程（汽车）、车辆工程专业；分流专业中车辆工程（汽车）为五年制，其余为四年制）,678,1326,理科,本科批
同济大学,工科试验班（建筑规划景观与设计类）（含建筑学、历史建筑保护工程、城乡规划、风景园林、城市设计、工业设计专业；色盲、色弱者不取分流专业中建筑学和城乡规划为五年制，其余为四年制。其中建筑学专业二年级起每年预收6000元）,683,850,理科,本科批
同济大学,工科试验班（土木与环境类）（含土木工程、地质工程、港口航道与海岸工程、智能建造、环境工程、给排水科学与工程、环境科学、建筑环境与能源应用工程专业）,678,1326,理科,本科批
同济大学,机械类（中外合作办学）（含机械电子工程（中外合作办学）、建筑电气与智能化（中外合作办学）、汽车服务工程（中外合作办学）专业）,670,2384,理科,本科批
同济大学,经济管理试验班（含工程管理、信息管理与信息系统、物流管理、市场营销、会计学、行政管理、国际经济与贸易、金融学专业）,681,1024,理科,本科批
同济大学,工科试验班（信息类）（含测绘工程、计算机科学与技术、信息安全、数据科学与大数据技术、电子信息工程、电气工程及其自动化、自动化、人工智能、微电子科学与工程、软件工程、光电信息科学与工程专业；分流专业中软件工程专业二年级预收6500元，三、四年级每年预收16000元）,680,1113,理科,本科批
同济大学,工科试验班（智能交通与车辆类）,672,2080,理科,本科提前批
同济大学,理科试验班,675,1694,理科,本科提前批
同济大学,工科试验班（信息类）,673,1958,理科,本科提前批
同济大学,工科试验班（智能化制造类）（其他备注及方向整理中）,671,2234,理科,本科提前批
同济大学,医学试验班（其他备注及方向整理中）,670,2384,理科,本科提前批
哈尔滨工业大学,工科试验班（计算机与电子通信）（软件工程专业后两年学费15000元每年。所包含专业，详见招生网站）,674,1811,理科,本科批
哈尔滨工业大学,设计学类（含环境设计、数字媒体艺术专业）,623,1198,文科,本科批
哈尔滨工业大学,英语,623,1198,文科,本科批
哈尔滨工业大学,工科试验班（智能装备）（所包含专业，详见招生网站）,672,2080,理科,本科批
哈尔滨工业大学,经济学,625,1088,文科,本科批
哈尔滨工业大学,社会学,623,1198,文科,本科批
哈尔滨工业大学,工科试验班（智慧人居、智能土木与智能交通（建筑学、城乡规划、风景园林3个专业学制五年。所包含专业，详见招生网站））,672,2080,理科,本科批
哈尔滨工业大学,法学,624,1133,文科,本科批
哈尔滨工业大学,工科试验班（航天与自动化）（所包含专业，详见招生网站）,674,1811,理科,本科批
哈尔滨工业大学,经济管理试验班（所包含专业，详见招生网站）,625,1088,文科,本科批
哈尔滨工业大学,工科试验班（英才本硕博连读）（校本部理工专业任选，硕士、博士阶段按学校有关研究生缴费规定执行。所包含专业，详见招生网站）,683,850,理科,本科批
哈尔滨工业大学,经济管理试验班,662,3821,理科,本科提前批
哈尔滨工业大学,工科试验班（智慧人居、智能土木与智能交,662,3821,理科,本科提前批
哈尔滨工业大学,工科试验班（智能装备）,669,2531,理科,本科提前批
哈尔滨工业大学,光电信息科学与工程,667,2883,理科,本科提前批
西安交通大学,工科试验班（钱学森班之智慧能源动力Q）（含能源与动力工程、新能源科学与工程、核工程与核技术、环境工程专业；Q为预资格生，详见招生章程）,681,1024,理科,本科批
西安交通大学,工科试验班（越杰计划之智慧能源与智能制造类Q）（含能源与动力工程、机械工程、材料科学与工程、工程力学专业；Q为预资格生，详见招生章程）,680,1113,理科,本科批
西安交通大学,外国语言文学类（含英语、法语、日语专业）,631,775,文科,本科批
西安交通大学,工科试验班（钱学森班之智能制造Q）（含机械工程、工业设计、车辆工程、测控技术与仪器专业；Q为预资格生，详见招生章程）,679,1215,理科,本科批
西安交通大学,工科试验班（钱学森班之智能电气Q）（含电气工程及其自动化、测控技术与仪器专业；Q为预资格生，详见招生章程）,684,769,理科,本科批
西安交通大学,工科试验班（大数据管理）（含大数据管理与应用、工商管理、行政管理、劳动与社会保障、工业工程专业）,677,1437,理科,本科批
西安交通大学,工科试验班（智慧能源与智能制造类）（含能源与动力工程、新能源科学与工程、飞行器设计与工程、核工程与核技术、环境工程、人居环境科学与技术、化学工程与工艺、材料科学与工程、机械工程、工业设计、过程装备与控制工程、车辆工程、测控技术与仪器、工程力学、飞行器动力工程专业）,676,1574,理科,本科批
西安交通大学,医学试验班（含口腔医学、临床医学类、基础医学、法医学、药学、临床药学、制药工程、医学专业）,631,14193,理科,本科批
西安交通大学,医学试验班（侯宗濂班H）（含临床医学类专业）,663,3633,理科,本科批
西安交通大学,理科试验班（物理H）（含物理学专业）,680,1113,理科,本科批
西安交通大学,工科试验班（钱学森班之智能技术与自动化Q）（含信息工程、电子科学与技术、微电子科学与工程、物联网工程、计算机科学与技术、自动化、软件工程专业；Q为预资格生，详见招生章程）,683,850,理科,本科批
西安交通大学,工科试验班（智能电气与信息类）（含电气工程及其自动化、电子科学与技术、微电子科学与工程、信息工程、自动化、软件工程、计算机科学与技术、物联网工程、生物医学工程、测控技术与仪器专业）,678,1326,理科,本科批
西安交通大学,会计学（ACCA）（入学需缴纳相关费用，详见学校相关章程或咨询院校）,676,1574,理科,本科批
西安交通大学,医学试验班（5+3一体化）（含临床医学类专业）,657,5030,理科,本科批
西安交通大学,理科试验班（数学H）（含数学与应用数学专业）,679,1215,理科,本科批
西安交通大学,工科试验班（越杰计划之智能电气与信息类Q）（含计算机科学与技术、自动化、电气工程及其自动化专业；Q为预资格生，章程）,682,922,理科,本科批
西安交通大学,人工智能,681,1024,理科,本科批
西安交通大学,医学试验班,664,3435,理科,本科提前批
西安交通大学,文科试验班类（马院）,630,825,文科,本科提前批
西安交通大学,工科试验班（智慧能源与智能制造类）,671,2234,理科,本科提前批
西安交通大学,工科试验班（智慧人居）,668,2704,理科,本科提前批
西安交通大学,工科试验班（智慧金融）,670,2384,理科,本科提前批
西安交通大学,工科试验班（智能电气与信息类）,674,1811,理科,本科提前批
西安交通大学,文科试验班类,631,775,文科,本科提前批
西安交通大学,理科试验班,673,1958,理科,本科提前批
北京航空航天大学,工科试验班类（信息类）（含电子信息工程、通信工程、电子科学与技术、集成电路设计与集成系统、光电信息科学与工程、电磁场与无线技术、交通运输、自动化、电气工程及其自动化、机器人工程、计算机科学与技术、测控技术与仪器、探测制导与控制技术、遥感科学与技术、软件工程、信息对抗技术、信息安全、人工智能、微电子科学与工程专业）,688,537,理科,本科批
北京航空航天大学,工科试验班类（国际通用工程学院）（含机械工程、航空航天工程专业）,687,592,理科,本科批
北京航空航天大学,工科试验班类（医工交叉试验班（含生物医学工程专业））,688,537,理科,本科批
北京航空航天大学,理科试验班类（高等理工学院）（含数学与应用数学、信息与计算科学、应用物理学、工程力学、机械工程、生物医学工程、材料科学与工程、纳米材料与技术、自动化、电气工程及其自动化、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、材料成型及控制工程、飞行器制造工程、微机电系统工程、工业设计、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性、安全工程、探测制导与控制技术、飞行器控制与信息工程、无人驾驶航空器系统工程、光电信息科学与工程、测控技术与仪器、遥感科学与技术、电子信息,690,418,理科,本科批
北京航空航天大学,工科试验班类（航空H航天类）（含材料科学与工程、纳米材料与技术、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、工程力学、机械工程、材料成型及控制工程、飞行器制造工程、微机电系统工工业设计、机器人工程、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性全工程、飞行器控制与信息工程、驶航空器系统工程、智能制造工程专业）,686,652,理科,本科批
北京航空航天大学,理科试验班类（中法工程师学院）（含信息与计算科学、数学与应用数学、应用物理学、工程力学专业）,687,592,理科,本科批
北京航空航天大学,社会科学试验班（知行书院）（单列专业）,637,507,文科,本科提前批
北京航空航天大学,工科试验班类（航空H航天类）,678,1326,理科,本科提前批
北京航空航天大学,理科试验班类,675,1694,理科,本科提前批
天津大学,经济管理试验班（含工程管理、金融学、工商管理、财务管理、信息管理与信息系统、保密管理、工业工程、物流工程（智慧供应链与运营管理）、电子商务专业）,669,2531,理科,本科批
天津大学,工科试验班（精仪与光电信息类）（含测控技术与仪器、电子科学与技术（光电子技术）、智能感知工程、光电信息科学与工程专业）,670,2384,理科,本科批
