院校,专业,专业详情,年份,最低分,位次,科目,985,211
清华大学,核工程与核技术,（定向中核）,2017,665,822,理科,1,1
清华大学,文科试验班类,（经济、金融与管理）,2017,662,1,文科,1,1
清华大学,建筑类,,2017,686,93,理科,1,1
清华大学,电子信息类,,2017,684,126,理科,1,1
清华大学,自动化,（定向兵器工业）,2017,674,391,理科,1,1
清华大学,理科试验班类,（化生）,2017,685,103,理科,1,1
清华大学,计算机类,,2017,693,1,理科,1,1
清华大学,工科试验班类,（能源）,2017,684,131,理科,1,1
清华大学,理科试验班类,（新雅书院）,2017,699,1,理科,1,1
清华大学,工科试验班类,（自动化与工业工程）,2017,685,109,理科,1,1
清华大学,理科试验班类,（数理）,2017,684,121,理科,1,1
清华大学,临床医学,（协和）,2017,688,83,理科,1,1
清华大学,机械工程,（定向兵器工业）,2017,668,642,理科,1,1
清华大学,工科试验班类,（机械、航空与动力）,2017,684,120,理科,1,1
清华大学,工科试验班类,（环境、化工与新材料）,2017,684,116,理科,1,1
清华大学,电子信息类,（定向兵器工业）,2017,673,426,理科,1,1
清华大学,理科试验班类,（经济、金融与管理）,2017,694,1,理科,1,1
清华大学,临床医学类,（协和，临床医学（协和））,2018,694,51,理科,1,1
清华大学,机械工程,（定向兵器工业，录取分数要求按我校招生章程执行）,2018,683,235,理科,1,1
清华大学,理科试验班类,（数理，数学与应用数学、物理学、航空航天类、工程物理、工程物理（能源实验班）、材料科学与工程、数理基础科学）,2018,690,101,理科,1,1
清华大学,土木类,（土木工程、水利科学与工程、建筑环境与能源应用工程、工程管理）,2018,688,124,理科,1,1
清华大学,理科试验班类,（人文与社会，汉语言文学、哲学、历史学、经济学、社会学、国际政治、国际政治（国际事务与全球治理）、英语、英语（世界文学与文化实验班）、日语、新闻学（国际新闻传播）、新闻学（融媒体传播））,2018,688,119,理科,1,1
清华大学,核工程与核技术,（定向中核，录取分数要求按我校招生章程执行）,2018,672,712,理科,1,1
清华大学,计算机类,（计算机科学与技术、软件工程、计算机科学与技术（计算机科学实验班））,2018,694,1,理科,1,1
清华大学,文科试验班类,（经济、金融与管理，经济与金融（国际班）、会计学、信息管理与信息系统）,2018,670,1,文科,1,1
清华大学,电子信息类,（定向兵器工业，电子信息科学与技术）,2018,687,138,理科,1,1
清华大学,工科试验班类,（能源，电气工程及其自动化、电气工程及其自动化（能源互联网国际班）、能源与动力工程、能源与动力工程（烽火班）、航空航天类）,2018,689,111,理科,1,1
清华大学,工科试验班类,（环境、化工与新材料，含环境工程、环境工程（全球环境国际班）、化学工程与工业生物工程、高分子材料与工程、材料科学与工程）,2018,689,103,理科,1,1
清华大学,建筑类,（建筑学、风景园林、城乡规划）,2018,688,125,理科,1,1
清华大学,工科试验班类,（机械、航空与动力，机械工程、机械工程（实验班）、测控技术与仪器、能源与动力工程、能源与动力工程（烽火班）、车辆工程、车辆工程（车身方向）、工程力学（钱学森力学班）、航空航天类）,2018,688,118,理科,1,1
清华大学,理科试验班类,（经济、金融与管理，经济与金融（国际班）、会计学、信息管理与信息系统）,2018,696,1,理科,1,1
清华大学,工科试验班类,（自动化与工业工程，自动化、工业工程、信息管理与信息系统）,2018,691,77,理科,1,1
清华大学,电子信息类,（电子信息科学与技术、微电子科学与工程、车辆工程、生物医学工程）,2018,689,109,理科,1,1
清华大学,自动化,（定向兵器工业，录取分数要求按我校招生章程执行）,2018,683,229,理科,1,1
清华大学,理科试验班类,（经济、金融与管理，经济与金融（国际班）、会计学、信息管理与信息系统）,2019,702,1,理科,1,1
清华大学,理科试验班类,（数理，数学与应用数学、物理学、数理基础科学、工程物理、工程物理（能源实验班）、材料科学与工程、航空航天类）,2019,684,133,理科,1,1
清华大学,测控技术与仪器,（定向兵器工业）,2019,679,230,理科,1,1
清华大学,计算机类,（计算机科学与技术、计算机科学与技术（计算机科学实验班）、软件工程）,2019,688,71,理科,1,1
清华大学,理科试验班类,（人文与社会，汉语言文学、历史学、哲学、英语、英语（世界文学与文化实验班）、日语、社会学、经济学、国际政治、国际政治（国际事务与全球治理）、心理学、新闻学（国际新闻实验班）、新闻学（融媒体新闻实验班））,2019,684,133,理科,1,1
清华大学,电子信息类,（电子信息科学与技术、微电子科学与工程、生物医学工程）,2019,690,50,理科,1,1
清华大学,工科试验班类,（机械、航空与动力，机械工程、机械工程（实验班）、测控技术与仪器、能源与动力工程、能源与动力工程（烽火班）、车辆工程、车辆工程（车身方向）、工程力学（钱学森力学班）、航空航天类）,2019,684,133,理科,1,1
清华大学,临床医学类,（协和，临床医学）,2019,686,101,理科,1,1
清华大学,临床医学类,（医学实验班，临床医学）,2019,685,114,理科,1,1
清华大学,工科试验班类,（自动化与工业工程，自动化、工业工程、信息管理与信息系统）,2019,687,84,理科,1,1
清华大学,理科试验班类,（化生，化学、化学生物学（化生基础科学班）、生物科学、药学、化学工程与工业生物工程、高分子材料与工程、生物医学工程）,2019,704,1,理科,1,1
清华大学,工科试验班类,（环境、化工与新材料，环境工程、环境工程（全球环境国际班）、高分子材料与工程、化学工程与工业生物工程、材料科学与工程）,2019,684,133,理科,1,1
清华大学,建筑类,（建筑学、城乡规划、风景园林）,2019,684,133,理科,1,1
清华大学,文科试验班类,（经济、金融与管理，经济与金融（国际班）、会计学、信息管理与信息系统）,2019,662,1,文科,1,1
清华大学,核工程与核技术,（定向中核）,2019,666,694,理科,1,1
清华大学,法学,（含国际班）,2019,689,57,理科,1,1
清华大学,土木类,（土木工程、工程管理、交通工程、水利科学与工程）,2019,684,133,理科,1,1
北京大学,国际政治,,2017,651,23,文科,1,1
北京大学,法学,,2017,656,1,文科,1,1
北京大学,社会学,,2017,651,22,文科,1,1
北京大学,生物科学,,2017,696,1,理科,1,1
北京大学,法学,,2017,689,66,理科,1,1
北京大学,数学类,,2017,692,1,理科,1,1
北京大学,经济学类,,2017,654,1,文科,1,1
北京大学,中国语言文学类,,2017,652,1,文科,1,1
北京大学,公共管理类,,2017,655,1,文科,1,1
北京大学,理科试验班类,,2017,692,1,理科,1,1
北京大学,心理学,,2017,704,1,理科,1,1
北京大学,新闻传播学类,,2017,648,25,文科,1,1
北京大学,哲学类,,2017,651,21,文科,1,1
北京大学,文科试验班类,,2017,665,1,文科,1,1
北京大学,物理学类,,2017,692,1,理科,1,1
北京大学,工商管理类,,2017,700,1,理科,1,1
北京大学,历史学类,,2017,647,29,文科,1,1
北京大学,工商管理类,,2017,666,1,文科,1,1
北京大学,电子信息类,,2017,689,68,理科,1,1
北京大学,天文学,,2017,701,1,理科,1,1
北京大学,法学,,2018,669,1,文科,1,1
北京大学,法学,,2018,693,57,理科,1,1
北京大学,考古学,,2018,668,1,文科,1,1
北京大学,生物科学类,（生物科学、生物技术）,2018,697,1,理科,1,1
北京大学,电子信息类,（电子信息科学与技术、微电子科学与工程）,2018,693,60,理科,1,1
北京大学,数学类,（数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融））,2018,696,1,理科,1,1
北京大学,社会学类,（社会学、社会工作）,2018,665,1,文科,1,1
北京大学,理科试验班类,（数学类、物理学类、天文学、化学类、环境科学与工程类、环境科学、城乡规划、地质学类、地球物理学类、心理学类、生物科学类、历史学类、考古学、社会学类、哲学类、国际政治、经济学类、工商管理类、法学类、公共管理类、新闻传播学类、外国语言文学类等）,2018,693,54,理科,1,1
北京大学,国际政治,（国政、外交学、国际政经）,2018,663,22,文科,1,1
北京大学,信息管理与信息系统,,2018,663,25,文科,1,1
北京大学,历史学类,（历史学（中国史）、世界史、外国语言与外国历史）,2018,663,21,文科,1,1
北京大学,新闻传播学类,（新闻学、广播电视学、广告学、编辑出版学）,2018,663,23,文科,1,1
北京大学,工商管理类,（金融学、经济学（金融）、会计学、市场营销）,2018,699,1,理科,1,1
北京大学,哲学类,（哲学、宗教学、逻辑学（科技哲学））,2018,663,24,文科,1,1
北京大学,地球物理学类,（地球物理学、地理信息科学（遥感与地理信息系统）、空间科学与技术）,2018,694,1,理科,1,1
北京大学,物理学类,（物理学、大气科学（大气与海洋））,2018,692,71,理科,1,1
北京大学,文科试验班类,（中国语言文学类、考古学、历史学类、哲学类、社会学类、国际政治、法学、信息管理与信息系统、新闻传播学类、经济学类、工商管理类、公共管理类、艺术学理论类、数据科学与大数据技术、政治学、经济学与哲学、古生物学、整合科学、外国语言与外国历史等专业）,2018,675,1,文科,1,1
北京大学,英语,,2018,663,26,文科,1,1
北京大学,经济学类,（经济学、金融学、国际经济与贸易、保险学（风险管理与保险）、财政学、资源与环境经济学）,2018,673,1,文科,1,1
北京大学,中国语言文学类,（汉语言文学、汉语言、古典文献学、应用语言学）,2018,667,1,文科,1,1
北京大学,考古学,,2019,650,30,文科,1,1
北京大学,法学,,2019,661,1,文科,1,1
北京大学,经济学类,（经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学）,2019,658,1,文科,1,1
北京大学,历史学类,（历史学（中国史）、世界史、外国语言与外国历史）,2019,651,29,文科,1,1
北京大学,哲学类,（哲学、宗教学、逻辑学（科技哲学））,2019,651,29,文科,1,1
北京大学,工商管理类,（金融学、经济学（金融）、会计学、市场营销）,2019,693,1,理科,1,1
北京大学,数学类,（数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融）、数据科学与大数据技术）,2019,689,57,理科,1,1
北京大学,物理学类,（物理学、大气科学、核物理（核科学与技术））,2019,687,84,理科,1,1
北京大学,化学类,（化学、应用化学、材料化学、化学生物学）,2019,689,57,理科,1,1
北京大学,中国语言文学类,（汉语言文学、汉语言、古典文献学、应用语言学）,2019,654,21,文科,1,1
北京大学,新闻传播学类,（新闻学、广播电视学、广告学、编辑出版学）,2019,651,29,文科,1,1
北京大学,理科试验班类,（数学类、物理学类、天文学、化学类、环境科学与工程类、环境科学、城乡规划、地质学类、地球物理学类、心理学类、生物科学类、历史学类、考古学、社会学类、哲学类、国际政治、经济学类、工商管理类、法学类、公共管理类、新闻传播学类、外国语言文学类等）,2019,691,1,理科,1,1
北京大学,文科试验班类,（中国语言文学类、考古学、历史学类、哲学类、社会学类、国际政治、法学、信息管理与信息系统）,2019,687,1,文科,1,1
北京大学,计算机类,（计算机科学与技术、智能科学与技术、数据科学与大数据技术、软件工程）,2019,688,71,理科,1,1
北京大学,国际政治,（国政、外交学、国际政经）,2019,655,1,文科,1,1
北京大学,经济学类,（经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学）,2019,687,84,理科,1,1
北京大学,公共管理类,（政治学与行政学、城市管理、行政管理）,2019,654,21,文科,1,1
北京大学,社会学类,（社会学、社会工作、人类学）,2019,655,1,文科,1,1
北京大学,英语,,2019,651,29,文科,1,1
北京大学,电子信息类,（电子信息科学与技术、微电子科学与工程、电子信息工程、集成电路设计与集成系统）,2019,694,1,理科,1,1
中国人民大学,国际政治,,2017,637,99,文科,1,1
中国人民大学,法学,,2017,673,428,理科,1,1
中国人民大学,国际政治,,2017,667,718,理科,1,1
中国人民大学,法学,,2017,644,41,文科,1,1
中国人民大学,农业经济管理类,,2017,637,104,文科,1,1
中国人民大学,政治学、经济学与哲学,（PPE实验班）,2017,671,498,理科,1,1
中国人民大学,工商管理类,,2017,673,423,理科,1,1
中国人民大学,信息资源管理,,2017,666,728,理科,1,1
中国人民大学,新闻传播学类,,2017,670,543,理科,1,1
中国人民大学,理科试验班,（信息与数学）,2017,668,650,理科,1,1
中国人民大学,金融学类,,2017,668,619,理科,1,1
中国人民大学,社会学类,,2017,637,102,文科,1,1
中国人民大学,理科试验班,（环境理工、环境经管）,2017,667,690,理科,1,1
中国人民大学,理科试验班,（物理、化学与心理学）,2017,667,708,理科,1,1
中国人民大学,新闻传播学类,,2017,639,86,文科,1,1
中国人民大学,统计学类,,2017,676,321,理科,1,1
中国人民大学,政治学、经济学与哲学,（PPE实验班）,2017,641,62,文科,1,1
中国人民大学,信息资源管理,,2017,637,103,文科,1,1
中国人民大学,公共管理类,,2017,639,83,文科,1,1
中国人民大学,工商管理类,,2017,640,72,文科,1,1
中国人民大学,法学,,2018,661,36,文科,1,1
中国人民大学,国际政治,,2018,656,92,文科,1,1
中国人民大学,法学,,2018,679,373,理科,1,1
中国人民大学,国际政治,,2018,674,596,理科,1,1
中国人民大学,理科试验班,（信息与数学，计算机科学与技术、信息安全、软件工程、数学与应用数学、数据科学与大数据技术、信息管理与信息系统）,2018,675,538,理科,1,1
中国人民大学,金融学类,（金融学、金融工程、信用管理、保险学）,2018,658,70,文科,1,1
中国人民大学,经济学类,（经济学、能源经济、国际经济与贸易、国民经济管理）,2018,679,378,理科,1,1
中国人民大学,公共管理类,（行政管理、城市管理、土地资源管理）,2018,657,82,文科,1,1
中国人民大学,社会学类,（社会学、社会工作、公共事业管理（公共政策与人口管理））,2018,656,88,文科,1,1
中国人民大学,人文科学试验班,（汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史）,2018,675,556,理科,1,1
中国人民大学,农业经济管理类,（农村区域发展、农林经济管理）,2018,655,100,文科,1,1
中国人民大学,信息资源管理,,2018,656,86,文科,1,1
中国人民大学,新闻传播学类,（新闻学、广播电视学、广告学、传播学）,2018,674,585,理科,1,1
中国人民大学,经济学类,（经济学、能源经济、国际经济与贸易、国民经济管理）,2018,659,55,文科,1,1
中国人民大学,工商管理类,（工商管理、财务管理、会计学、市场营销、贸易经济、管理科学）,2018,657,71,文科,1,1
中国人民大学,理科试验班,（物理、化学与心理学，物理学、材料物理、应用心理学、化学）,2018,674,601,理科,1,1
中国人民大学,人文科学试验班,（汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史）,2018,656,95,文科,1,1
中国人民大学,工商管理类,（工商管理、财务管理、会计学、市场营销、贸易经济、管理科学）,2018,676,506,理科,1,1
中国人民大学,理科试验班,（环境理工、环境经管，环境科学、环境工程、资源与环境经济学、公共事业管理（环境与资源管理））,2018,675,561,理科,1,1
中国人民大学,人力资源管理,,2018,658,67,文科,1,1
中国人民大学,国际政治,,2019,665,759,理科,1,1
中国人民大学,法学,,2019,676,331,理科,1,1
中国人民大学,法学,,2019,645,49,文科,1,1
中国人民大学,国际政治,,2019,638,126,文科,1,1
中国人民大学,金融学类,（金融学、金融工程、信用管理、保险学）,2019,643,63,文科,1,1
中国人民大学,新闻传播学类,（新闻学、广播电视学、广告学、传播学）,2019,667,648,理科,1,1
中国人民大学,经济学类,（经济学、能源经济、国际经济与贸易、国民经济管理）,2019,674,388,理科,1,1
中国人民大学,理科试验班,（统计学、应用统计学、数据科学与大数据技术、经济统计学、计算机科学与技术、信息管理与信息系统、信息安全、软件工程、数学与应用数学、环境科学、环境工程、资源与环境经济学、公共事业管理、物理学、材料物理、化学、应用心理学）,2019,667,648,理科,1,1
中国人民大学,经济学类,（经济学、能源经济、国际经济与贸易、国民经济管理）,2019,646,45,文科,1,1
中国人民大学,社会科学试验班,（管理学科类，行政管理、城市管理、土地资源管理、信息管理与信息系统、信息资源管理、档案学、农林经济管理、农村区域发展）,2019,637,144,文科,1,1
中国人民大学,金融学类,（金融学、金融工程、信用管理、保险学）,2019,677,300,理科,1,1
中国人民大学,工商管理类,（工商管理、财务管理、会计学、市场营销、贸易经济、管理科学）,2019,666,695,理科,1,1
中国人民大学,人力资源管理,,2019,639,113,文科,1,1
中国人民大学,人文科学试验班,（汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史）,2019,636,162,文科,1,1
中国人民大学,社会科学试验班,（管理学科类，行政管理、城市管理、土地资源管理、信息管理与信息系统、信息资源管理、档案学、农林经济管理、农村区域发展）,2019,665,759,理科,1,1
中国人民大学,工商管理类,（工商管理、财务管理、会计学、市场营销、贸易经济、管理科学）,2019,642,74,文科,1,1
中国人民大学,社会学类,（社会学、社会工作、公共事业管理（公共政策与人口管理））,2019,638,126,文科,1,1
中国人民大学,新闻传播学类,（新闻学、广播电视学、广告学、传播学）,2019,642,74,文科,1,1
中国人民大学,人文科学试验班,（汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史）,2019,665,759,理科,1,1
中国人民大学,国际政治,,2016,679,823,理科,1,1
中国人民大学,法学,,2016,631,50,文科,1,1
中国人民大学,金融学类,,2016,694,177,理科,1,1
中国人民大学,人文科学试验班,,2016,680,760,理科,1,1
中国人民大学,统计学类,,2016,687,386,理科,1,1
中国人民大学,国民经济管理,（中外合作办学）,2016,658,3302,理科,1,1
中国人民大学,农业经济管理类,,2016,624,119,文科,1,1
中国人民大学,金融学类,,2016,630,59,文科,1,1
中国人民大学,人力资源管理,,2016,624,119,文科,1,1
中国人民大学,公共管理类,,2016,624,119,文科,1,1
中国人民大学,国民经济管理,（中外合作办学）,2016,601,897,文科,1,1
中国人民大学,工商管理类,,2016,683,575,理科,1,1
中国人民大学,政治学、经济学与哲学,（PPE实验班）,2016,680,760,理科,1,1
中国人民大学,理科试验班,（信息与数学）,2016,684,534,理科,1,1
中国人民大学,人文科学试验班,,2016,623,124,文科,1,1
中国人民大学,新闻传播学类,,2016,680,760,理科,1,1
中国人民大学,工商管理类,,2016,625,105,文科,1,1
北京交通大学,软件工程,,2017,633,5136,理科,0,1
北京交通大学,法学,,2017,607,1145,文科,0,1
北京交通大学,经济管理试验班,,2017,633,5250,理科,0,1
北京交通大学,交通运输类,,2017,632,5310,理科,0,1
北京交通大学,机械类,,2017,631,5720,理科,0,1
北京交通大学,电气类,,2017,631,5512,理科,0,1
北京交通大学,电气工程及其自动化,（新能源国际班）,2017,636,4545,理科,0,1
北京交通大学,经济管理试验班,,2017,615,680,文科,0,1
北京交通大学,理科试验班类,,2017,634,5040,理科,0,1
北京交通大学,法学,,2017,635,4702,理科,0,1
北京交通大学,土木类,,2017,631,5657,理科,0,1
北京交通大学,计算机类,,2017,635,4754,理科,0,1
北京交通大学,文科试验班类,（语言与传播）,2017,631,5668,理科,0,1
北京交通大学,文科试验班类,,2017,607,1114,文科,0,1
北京交通大学,电子信息类,（通信与控制）,2017,636,4575,理科,0,1
北京交通大学,软件工程,,2018,642,4520,理科,0,1
北京交通大学,交通运输类,（中外合作办学）（交通运输）,2018,612,14055,理科,0,1
北京交通大学,经济管理试验班,（经济学、金融学、劳动与社会保障、会计学、财务管理、工商管理、市场营销、旅游管理、工程管理、物流管理、信息管理与信息系统、保密管理）,2018,643,4433,理科,0,1
北京交通大学,机械类,（中外合作办学）（机械电子工程）,2018,608,15927,理科,0,1
北京交通大学,外国语言文学类,,2018,631,987,文科,0,1
北京交通大学,新闻传播学类,（传播学、网络与新媒体）,2018,641,4784,理科,0,1
北京交通大学,新闻传播学类,（传播学、网络与新媒体）,2018,631,989,文科,0,1
北京交通大学,电气类,（电气工程及其自动化、电气工程及其自动化（轨道牵引电气化））,2018,640,4923,理科,0,1
北京交通大学,经济管理试验班,（经济学、金融学、劳动与社会保障、会计学、财务管理、工商管理、市场营销、旅游管理、工程管理、物流管理、信息管理与信息系统、保密管理）,2018,632,935,文科,0,1
北京交通大学,电气工程及其自动化,（新能源国际班）,2018,641,4778,理科,0,1
北京交通大学,计算机类,（计算机科学与技术、计算机科学与技术（铁路信息技术）、计算机科学与技术（医学信息技术）、物联网工程、信息安全、保密技术）,2018,646,3786,理科,0,1
北京交通大学,外国语言文学类,,2018,644,4161,理科,0,1
北京交通大学,机械类,（机械工程、车辆工程、测控技术与仪器、能源与动力工程、工业工程）,2018,640,4933,理科,0,1
北京交通大学,建筑类,,2018,641,4748,理科,0,1
北京交通大学,法学,,2018,632,917,文科,0,1
北京交通大学,理科试验班类,（信息与计算科学、统计学、光电信息科学与工程、材料化学）,2018,640,4920,理科,0,1
北京交通大学,交通运输类,（交通工程、物流工程、电子商务、交通运输（铁道运输）、交通运输（城市轨道交通）、交通运输（智能运输工程）、交通运输（高速铁路客运组织与服务）、交通运输（民航运输））,2018,641,4641,理科,0,1
北京交通大学,电子信息类,（通信与控制方向，含通信工程、轨道交通信号与控制、自动化、电子科学与技术、信息工程）,2018,642,4579,理科,0,1
北京交通大学,软件工程,,2019,636,4196,理科,0,1
北京交通大学,纳米材料与技术,（中外合作办学）,2019,598,17338,理科,0,1
北京交通大学,建筑类,（建筑学、城乡规划）,2019,627,6360,理科,0,1
北京交通大学,计算机类,（计算机科学与技术、计算机科学与技术（铁路信息技术）、物联网工程、信息安全、保密技术、人工智能）,2019,635,4434,理科,0,1
北京交通大学,外国语言文学类,（英语、西班牙语、葡萄牙语）,2019,612,1186,文科,0,1
北京交通大学,新闻传播学类,（传播学、网络与新媒体）,2019,612,1163,文科,0,1
北京交通大学,机械类,（机械工程、车辆工程、测控技术与仪器、能源与动力工程、工业工程）,2019,628,6090,理科,0,1
北京交通大学,电子信息类,（通信与控制，通信工程、轨道交通信号与控制、自动化、电子科学与技术、信息工程）,2019,634,4648,理科,0,1
北京交通大学,交通运输类,（交通工程、物流工程、电子商务、交通运输（铁道运输）、交通运输（城市轨道交通）、交通运输（智能运输工程）、交通运输（高速铁路客运组织与服务）、交通运输（民航运输））,2019,631,5324,理科,0,1
北京交通大学,交通运输,（中外合作办学）,2019,602,15213,理科,0,1
北京交通大学,外国语言文学类,（英语、西班牙语、葡萄牙语）,2019,628,6026,理科,0,1
北京交通大学,法学,,2019,628,6090,理科,0,1
北京交通大学,机械电子工程,（中外合作办学）,2019,598,17022,理科,0,1
北京交通大学,经济管理试验班,（经济学、金融学、劳动与社会保障、会计学、财务管理、工商管理、市场营销、旅游管理、工程管理、物流管理、信息管理与信息系统、保密管理）,2019,630,5582,理科,0,1
北京交通大学,电气工程及其自动化,（新能源国际班）,2019,630,5426,理科,0,1
北京交通大学,土木类,（土木工程、铁道工程）,2019,627,6360,理科,0,1
北京交通大学,新闻传播学类,（传播学、网络与新媒体）,2019,628,6090,理科,0,1
北京交通大学,电气类,（电气工程及其自动化、电气工程及其自动化（轨道牵引电气化））,2019,630,5582,理科,0,1
北京交通大学,经济管理试验班,（经济学、金融学、劳动与社会保障、会计学、财务管理、工商管理、市场营销、旅游管理、工程管理、物流管理、信息管理与信息系统、保密管理）,2019,614,1016,文科,0,1
北京交通大学,理科试验班类,（信息与计算科学、统计学、光电信息科学与工程、材料化学）,2019,631,5324,理科,0,1
北京交通大学,软件工程,,2016,649,5116,理科,0,1
北京交通大学,文科试验班类,（语言与传播）,2016,650,4863,理科,0,1
北京交通大学,法学,,2016,599,1027,文科,0,1
北京交通大学,电子信息类,（通信与控制）,2016,653,4226,理科,0,1
北京交通大学,土木类,（土木与环境）,2016,648,5325,理科,0,1
北京交通大学,机械类,,2016,648,5325,理科,0,1
北京交通大学,法学,,2016,654,4015,理科,0,1
北京交通大学,建筑类,,2016,647,5572,理科,0,1
北京交通大学,理科试验班类,,2016,652,4418,理科,0,1
北京交通大学,交通运输类,,2016,650,4863,理科,0,1
北京交通大学,文科试验班类,（语言与传播）,2016,598,1098,文科,0,1
北京交通大学,电气类,,2016,650,4863,理科,0,1
石河子大学,动物医学,,2017,525,78323,理科,0,1
石河子大学,农业机械化及其自动化,,2017,549,53943,理科,0,1
石河子大学,农学,,2017,546,56695,理科,0,1
石河子大学,农林经济管理,,2017,530,72970,理科,0,1
石河子大学,农林经济管理,,2017,551,12583,文科,0,1
石河子大学,临床医学,,2017,574,32290,理科,0,1
石河子大学,电子商务,,2017,540,62338,理科,0,1
石河子大学,地理科学,（师范类）,2017,525,78406,理科,0,1
石河子大学,土地资源管理,,2017,533,69120,理科,0,1
石河子大学,预防医学,,2017,569,36612,理科,0,1
石河子大学,俄语,,2017,539,63696,理科,0,1
石河子大学,软件工程,,2017,549,53951,理科,0,1
石河子大学,经济学,,2017,550,12953,文科,0,1
石河子大学,建筑学,,2017,541,61515,理科,0,1
石河子大学,学前教育,（师范）,2017,544,15803,文科,0,1
石河子大学,医学检验技术,,2017,562,42316,理科,0,1
石河子大学,应用物理学,,2017,528,74605,理科,0,1
石河子大学,生物技术,,2017,534,68391,理科,0,1
石河子大学,园林,,2017,531,71971,理科,0,1
石河子大学,财务管理,,2017,544,58513,理科,0,1
石河子大学,农业机械化及其自动化,,2018,545,62951,理科,0,1
石河子大学,农林经济管理,,2018,542,65719,理科,0,1
石河子大学,临床医学,,2018,560,49019,理科,0,1
石河子大学,动物医学,,2018,535,73178,理科,0,1
石河子大学,软件工程,,2018,563,46302,理科,0,1
石河子大学,葡萄与葡萄酒工程,,2018,541,66700,理科,0,1
石河子大学,护理学,,2018,535,72914,理科,0,1
石河子大学,医学检验技术,,2018,535,73405,理科,0,1
石河子大学,俄语,,2018,578,11642,文科,0,1
石河子大学,建筑学,,2018,537,71268,理科,0,1
石河子大学,俄语,,2018,548,60388,理科,0,1
石河子大学,食品质量与安全,,2018,535,73428,理科,0,1
石河子大学,人文地理与城乡规划,,2018,540,67944,理科,0,1
石河子大学,机械设计制造及其自动化,,2018,556,52270,理科,0,1
石河子大学,电子信息工程,,2018,556,53057,理科,0,1
石河子大学,动物科学,,2018,536,72279,理科,0,1
石河子大学,园林,,2018,535,72978,理科,0,1
石河子大学,国际经济与贸易,,2018,542,65773,理科,0,1
石河子大学,电气工程及其自动化,,2018,561,47777,理科,0,1
石河子大学,农业水利工程,,2018,536,72509,理科,0,1
石河子大学,临床医学,,2019,558,45882,理科,0,1
石河子大学,动物医学,,2019,530,74626,理科,0,1
石河子大学,农林经济管理,,2019,565,11654,文科,0,1
石河子大学,农林经济管理,,2019,530,74626,理科,0,1
石河子大学,数学与应用数学,（师范类）,2019,534,70108,理科,0,1
石河子大学,农业资源与环境,,2019,530,74626,理科,0,1
石河子大学,环境工程,,2019,534,70108,理科,0,1
石河子大学,应用心理学,,2019,545,58371,理科,0,1
石河子大学,工商管理类,（工商管理、市场营销、会计学、财务管理、人力资源管理、审计学）,2019,532,72373,理科,0,1
石河子大学,医学影像学,,2019,557,46735,理科,0,1
石河子大学,电气工程及其自动化,,2019,561,43293,理科,0,1
石河子大学,人文地理与城乡规划,,2019,529,75764,理科,0,1
石河子大学,机械类,（农业机械化及其自动化、机械设计制造及其自动化）,2019,548,55298,理科,0,1
石河子大学,新闻传播学类,（新闻学、广播电视学）,2019,561,13464,文科,0,1
石河子大学,建筑学,（具备美术基础）,2019,532,72373,理科,0,1
石河子大学,化工与制药类,（应用化学、化学工程与工艺、制药工程）,2019,541,62485,理科,0,1
石河子大学,学前教育,（师范类）,2019,559,14411,文科,0,1
石河子大学,水利类,（水利水电工程、农业水利工程）,2019,534,70108,理科,0,1
石河子大学,预防医学,,2019,543,60363,理科,0,1
石河子大学,中国语言文学类,（汉语言文学、中国少数民族语言文学）,2019,560,13936,文科,0,1
北京航空航天大学,社会科学试验班,,2017,616,645,文科,1,1
北京航空航天大学,理科试验班类,（中法工程师学院）,2017,663,893,理科,1,1
北京航空航天大学,工科试验班类,（航空航天类）,2017,662,986,理科,1,1
北京航空航天大学,理科试验班类,,2017,662,997,理科,1,1
北京航空航天大学,工科试验班类,（信息类）,2017,666,740,理科,1,1
北京航空航天大学,理科试验班类,（高等理工学院）,2017,668,639,理科,1,1
北京航空航天大学,工科试验班类,（国际通用工程学院）,2017,666,746,理科,1,1
北京航空航天大学,工科试验班类,（医工交叉试验班）,2017,662,992,理科,1,1
北京航空航天大学,理科试验班类,（工程管理、信息管理与信息系统、工业工程、金融学、经济统计学、能源经济、会计学、数学与应用数学、工商管理、信息与计算科学、统计学、应用物理学、核物理、化学、应用化学、空间科学与技术、环境工程、化学生物学、信息安全）,2018,669,916,理科,1,1
