院校,专业,专业详情,年份,最低分,位次,科目,批次
清华大学,临床医学类,（协和）（含临床医学专业）,2020,704,55,理科,本科批
清华大学,电子信息类,（含电子信息科学与技术、微电子科学与工程、生物医学工程专业）,2020,704,55,理科,本科批
清华大学,理科试验班类,（经济、金融与管理）（含金融学类、信息管理与信息系统专业）,2020,705,44,理科,本科批
清华大学,计算机类,（含计算机科学与技术、软件工程、计算机科学与技术（计算机科学实验班）、计算机科学与技术（智班）专业）,2020,710,1,理科,本科批
清华大学,理科试验班类,（新雅书院）（含物理学（等各专业）专业）,2020,714,1,理科,本科批
清华大学,建筑类,（含建筑学、城乡规划、风景园林专业）,2020,708,32,理科,本科批
清华大学,自动化类,（含自动化、信息管理与信息系统专业）,2020,704,55,理科,本科批
清华大学,工科试验班类,（能源与电气）（含建筑环境与能源应用工程、电气工程及其自动化、电气工程及其自动化（能源互联网国际班）、能源与动力工程专业）,2020,704,55,理科,本科批
清华大学,工科试验班类,（环境、化工与新材料）（含环境工程、环境工程（全球环境国际班）、化学工程与工业生物工程、高分子材料与工程、材料科学与工程专业）,2020,709,1,理科,本科批
清华大学,理科试验班类,（数理）（含数学与应用数学、物理学、数理基础科学、工程物理、工程物理（能源实验班）专业）,2020,705,44,理科,本科批
清华大学,文科试验班类,（经济、金融与管理）（含经济与金融（国际班）专业）,2020,679,1,文科,本科批
清华大学,理科试验班类,（化生）（含化学、化学生物学、生物科学、药学、化学工程与工业生物工程、高分子材料与工程专业）,2020,715,1,理科,本科批
清华大学,临床医学类,（医学实验班）（含临床医学专业）,2020,709,1,理科,本科批
清华大学,工科试验班类,（机械、航空与动力）（含机械工程、机械工程（实验班）、测控技术与仪器、能源与动力工程、车辆工程、车辆工程（电子信息方向）、车辆工程（车身方向）、工业工程、航空航天类、工程力学（钱学森力学班）专业）,2020,704,55,理科,本科批
清华大学,土木、水利与海洋工程,,2020,700,108,理科,本科提前批
清华大学,电子信息类,,2020,699,136,理科,本科提前批
清华大学,工科试验班类,（环境、化工与新材料）,2020,691,382,理科,本科提前批
清华大学,建筑类,,2020,695,226,理科,本科提前批
清华大学,理科试验班类,（化生）,2020,690,418,理科,本科提前批
清华大学,工科试验班类,（机械、航空与动力）,2020,692,339,理科,本科提前批
清华大学,法学,（含国际班）,2020,644,316,文科,本科提前批
清华大学,自动化类,,2020,698,150,理科,本科提前批
清华大学,文科试验班类,（人文与社会）,2020,659,75,文科,本科提前批
清华大学,工科试验班类,（能源与电气）,2020,699,136,理科,本科提前批
清华大学,理科试验班类,（数理）,2020,697,170,理科,本科提前批
清华大学,自动化,,2016,,,理科,本科一批
清华大学,环境工程,,2016,,,理科,本科一批
清华大学,材料科学与工程,,2016,,,理科,本科一批
清华大学,计算机科学与技术,,2016,,,理科,本科一批
清华大学,化学工程与工业生物工程,,2016,,,理科,本科一批
清华大学,土木工程,,2016,,,理科,本科一批
清华大学,经济与金融,（国际班）,2016,,,理科,本科一批
清华大学,电子信息类,,2016,,,理科,本科一批
清华大学,机械类,（含机械工程实验班）,2016,,,理科,本科一批
清华大学,经济与金融,（国际班）,2016,,,文科,本科一批
清华大学,理科试验班类,（新雅书院）,2016,,,理科,本科一批
清华大学,工商管理类,（信息管理与信息系统）,2016,,,理科,本科一批
清华大学,核工程与核技术,（定向中核）,2016,,,理科,本科一批
清华大学,社会科学试验班,,2016,,,文科,本科一批
清华大学,建筑学,（含城乡规划）,2016,,,理科,本科一批
清华大学,医学试验班,,2016,,,理科,本科一批
清华大学,工科试验班类,,2017,692,54,理科,本科一批
清华大学,建筑类,,2017,699,22,理科,本科一批
清华大学,文科试验班类,,2017,669,1,文科,本科一批
清华大学,理科试验班类,,2017,693,48,理科,本科一批
清华大学,计算机类,,2017,701,14,理科,本科一批
清华大学,土木类,,2017,692,54,理科,本科一批
清华大学,电子信息类,,2017,693,48,理科,本科一批
清华大学,工科试验班类,,2018,706,51,理科,本科一批
清华大学,电子信息类,,2018,705,57,理科,本科一批
清华大学,文科试验班类,,2018,698,1,文科,本科一批
清华大学,建筑类,,2018,712,1,理科,本科一批
清华大学,计算机类,,2018,706,51,理科,本科一批
清华大学,土木类,,2018,711,20,理科,本科一批
清华大学,理科试验班类,,2018,714,1,理科,本科一批
清华大学,理科试验班类,（经济、金融与管理）（含经济与金融（国际班）、会计学、信息管理与信息系统专业）,2019,697,43,理科,本科一批
清华大学,土木类,（含土木工程、工程管理、交通工程、水利科学与工程专业）,2019,693,74,理科,本科一批
清华大学,工科试验班类,（机械、航空与动力）（含机械工程、机械工程（实验班）、测控技术与仪器、能源与动力工程、能源与动力工程（烽火班）、车辆工程、车辆工程（车身方向）、工程力学（钱学森力学班）、航空航天类专业）,2019,693,74,理科,本科一批
清华大学,电子信息类,（含电子信息科学与技术、微电子科学与工程、生物医学工程专业）,2019,696,51,理科,本科一批
清华大学,建筑类,（含建筑学、城乡规划、风景园林专业）,2019,692,78,理科,本科一批
清华大学,临床医学类,（医学实验班）（含临床医学专业）,2019,713,1,理科,本科一批
清华大学,临床医学类,（协和）（含临床医学专业）,2019,694,61,理科,本科一批
清华大学,文科试验班类,（经济、金融与管理）（含经济与金融（国际班）、会计学、信息管理与信息系统专业）,2019,684,1,文科,本科一批
清华大学,工科试验班类,（能源与电气）（含电气工程及其自动化、电气工程及其自动化（能源互联网国际班）、能源与动力工程、能源与动力工程（烽火班）、航空航天类、建筑环境与能源应用工程专业）,2019,694,61,理科,本科一批
清华大学,理科试验班类,（新雅书院）（含物理学（等各专业）专业）,2019,697,43,理科,本科一批
清华大学,理科试验班类,（人文与社会）（含汉语言文学、历史学、哲学、英语、英语（世界文学与文化实验班）、日语、社会学、经济学、国际政治、国际政治（国际事务与全球治理）、心理学、新闻学（国际新闻实验班）、新闻学（融媒体新闻实验班）专业）,2019,693,74,理科,本科一批
清华大学,理科试验班类,（数理）（含数学与应用数学、物理学、数理基础科学、工程物理、工程物理（能源实验班）、材料科学与工程、航空航天类专业）,2019,693,74,理科,本科一批
北京大学,法学,,2020,671,1,文科,本科批
北京大学,考古学,,2020,668,1,文科,本科批
北京大学,工商管理类,（含金融学、金融学（金融经济学）、会计学、市场营销专业）,2020,689,1,文科,本科批
北京大学,中国语言文学类,（含汉语言文学、汉语言、古典文献学、应用语言学专业）,2020,672,1,文科,本科批
北京大学,新闻传播学类,（含新闻学、广播电视学、广告学、编辑出版学专业）,2020,668,1,文科,本科批
北京大学,生物科学类,（含生物科学、生物技术专业）,2020,703,63,理科,本科批
北京大学,历史学类,（含历史学（中国史）、世界史、外国语言与外国历史专业）,2020,668,1,文科,本科批
北京大学,文科试验班类,（全校教学资源范围内自由选择专业）（含中国语言文学类、考古学、历史学类、哲学类、社会学类、国际政治、意管理与信意系统、新闻传播学类、经济法学、学类、工商管理类、公共管理类专业）,2020,677,1,文科,本科批
北京大学,社会学类,（含社会学、社会工作专业）,2020,672,1,文科,本科批
北京大学,数学类,（含数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融）专业）,2020,706,40,理科,本科批
北京大学,计算机类,（含计算机科学与技术、智能科学与技术专业）,2020,704,55,理科,本科批
北京大学,工科试验班类,（含理论与应用力学、工程力学、能源与环境系统工程、航空航天工程、生物医学工程、材料科学与工程专业）,2020,703,63,理科,本科批
北京大学,国际政治,（国政、外交学、国际政经）,2020,668,1,文科,本科批
北京大学,工商管理类,（含金融学、金融学（金融经济学）、会计学、市场营销专业）,2020,709,1,理科,本科批
北京大学,理科试验班类,（含数学类、物理学类、天文学、地球物理学类、心理学类、计算机类、电子信息类专业）,2020,706,40,理科,本科批
北京大学,经济学类,（含经济学、金融学、国际经济与贸易、保险学（风险管理与保险）、财政学、资源与环境经济学专业）,2020,678,1,文科,本科批
北京大学,哲学类,（含哲学、宗教学、哲学（科技哲学与逻辑学方向）专业）,2020,669,1,文科,本科批
北京大学,环境科学,（环境、生态、地理与资源环境）,2020,707,34,理科,本科批
北京大学,信息管理与信息系统,,2020,668,1,文科,本科批
北京大学,物理学类,（含物理学、大气科学（大气与海洋）专业）,2020,703,63,理科,本科批
北京大学,西班牙语,,2016,,,文科,本科提前批
北京大学,阿拉伯语,,2016,,,文科,本科提前批
北京大学,护理学,,2016,,,理科,本科提前批
北京大学,俄语,,2016,,,文科,本科提前批
北京大学,法学,,2020,660,65,文科,本科提前批
北京大学,西班牙语,,2020,663,44,文科,本科提前批
北京大学,蒙古语,,2020,665,35,文科,本科提前批
北京大学,国际政治,（国政、外交学、国际政经）,2020,653,141,文科,本科提前批
北京大学,朝鲜语,,2020,666,33,文科,本科提前批
北京大学,心理学类,,2020,688,537,理科,本科提前批
北京大学,环境科学,（环境、生态、地理与资源环境）,2020,688,537,理科,本科提前批
北京大学,德语,,2020,667,30,文科,本科提前批
北京大学,俄语,,2020,661,59,文科,本科提前批
北京大学,工科试验班类,,2020,689,466,理科,本科提前批
北京大学,信息管理与信息系统,,2020,650,185,文科,本科提前批
北京大学,社会学类,,2020,651,166,文科,本科提前批
北京大学,地球物理学类,,2020,689,466,理科,本科提前批
北京大学,社会学,,2016,,,文科,本科一批
北京大学,法学,,2016,,,文科,本科一批
北京大学,口腔医学,,2016,,,理科,本科一批
北京大学,临床医学,,2016,,,理科,本科一批
北京大学,物理学类,,2016,,,理科,本科一批
北京大学,人文科学试验班,,2016,,,文科,本科一批
北京大学,电子信息类,（电子、微电子、计算机、智能科学、通信工,2016,,,理科,本科一批
北京大学,工商管理类,,2016,,,文科,本科一批
北京大学,经济学类,,2016,,,理科,本科一批
北京大学,临床医学,（本博连读）,2016,,,理科,本科一批
北京大学,药学,（本硕连读）,2016,,,理科,本科一批
北京大学,中国语言文学类,,2016,,,文科,本科一批
北京大学,哲学类,,2016,,,文科,本科一批
北京大学,数学类,,2016,,,理科,本科一批
北京大学,经济学类,,2016,,,文科,本科一批
北京大学,英语,（生物医学）,2016,,,理科,本科一批
北京大学,历史学类,,2016,,,文科,本科一批
北京大学,预防医学,（本硕连读）,2016,,,理科,本科一批
北京大学,英语,,2016,,,文科,本科一批
北京大学,新闻传播学类,,2016,,,文科,本科一批
北京大学,国际政治,,2017,666,22,文科,本科一批
北京大学,社会学,,2017,667,15,文科,本科一批
北京大学,法学,,2017,666,22,文科,本科一批
北京大学,文科试验班类,,2017,681,1,文科,本科一批
北京大学,新闻传播学类,,2017,666,22,文科,本科一批
北京大学,哲学类,,2017,665,24,文科,本科一批
北京大学,人文科学试验班,,2017,666,22,文科,本科一批
北京大学,英语,,2017,666,22,文科,本科一批
北京大学,公共管理类,,2017,670,1,文科,本科一批
北京大学,物理学类,,2017,694,40,理科,本科一批
北京大学,中国语言文学类,,2017,669,1,文科,本科一批
北京大学,理科试验班类,,2017,699,22,理科,本科一批
北京大学,工商管理类,,2017,677,1,文科,本科一批
北京大学,电子信息类,,2017,692,54,理科,本科一批
北京大学,经济学类,,2017,674,1,文科,本科一批
北京大学,工商管理类,,2017,698,24,理科,本科一批
北京大学,数学类,,2017,695,35,理科,本科一批
北京大学,信息管理与信息系统,,2017,664,28,文科,本科一批
北京大学,历史学类,,2017,669,1,文科,本科一批
北京大学,国际政治,,2018,696,12,文科,本科一批
北京大学,法学,,2018,701,1,文科,本科一批
北京大学,公共管理类,,2018,693,19,文科,本科一批
北京大学,经济学类,,2018,702,1,文科,本科一批
北京大学,哲学类,,2018,691,27,文科,本科一批
北京大学,生物科学类,,2018,711,20,理科,本科一批
北京大学,历史学类,,2018,694,15,文科,本科一批
北京大学,工商管理类,,2018,712,1,理科,本科一批
北京大学,社会学类,,2018,692,22,文科,本科一批
北京大学,化学类,,2018,707,45,理科,本科一批
北京大学,文科试验班类,,2018,694,15,文科,本科一批
北京大学,工商管理类,,2018,698,1,文科,本科一批
北京大学,物理学类,,2018,709,30,理科,本科一批
北京大学,经济学类,,2018,708,37,理科,本科一批
北京大学,中国语言文学类,,2018,693,19,文科,本科一批
北京大学,工科试验班类,,2018,708,37,理科,本科一批
北京大学,新闻传播学类,,2018,692,22,文科,本科一批
北京大学,数学类,,2018,713,1,理科,本科一批
北京大学,法学,,2019,680,1,文科,本科一批
北京大学,社会学类,（含社会学、社会工作、人类学专业）,2019,679,1,文科,本科一批
北京大学,工商管理类,（含金融学、经济学（金融）、会计学、市场营销专业）,2019,684,1,文科,本科一批
北京大学,经济学类,（含经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学专业）,2019,678,13,文科,本科一批
北京大学,工商管理类,（含金融学、经济学（金融）、会计学、市场营销专业）,2019,700,27,理科,本科一批
北京大学,国际政治,（国政、外交学、国际政经）,2019,679,1,文科,本科一批
北京大学,公共管理类,（含政治学与行政学、城市管理、行政管理专业）,2019,677,15,文科,本科一批
北京大学,生物科学类,（含生物科学、生物技术专业）,2019,700,27,理科,本科一批
北京大学,文科试验班类,（含中国语言文学类、考古学、历史学类、哲学类、社会学类、国际政治、法学、信息管理与信息系统、新闻传播学类、经济学类、工商管理类、公共管理类、艺术学理论类、数据科学与大数据技术、政治学、经济学与哲学、古生物学、整合科学、外国语言与外国历史、外国语言文学类专业）,2019,682,1,文科,本科一批
北京大学,人文科学试验班,（含艺术史论、戏剧与影视学类、艺术学理论类（文化产业）专业）,2019,675,20,文科,本科一批
北京大学,理科试验班类,（含数学类、物理学类、天文学、化学类、环境科学与工程类、环境科学、城乡规划、地质学类、地球物理学类、心理学类、生物科学类、历史学类、考古学、社会学类、哲学类、国际政治、经济学类、工商管理类、法学类、公共管理类、新闻传播学类、外国语言文学类、艺术史论、戏剧与影视学类、数据科学与大数据技术、政治学、经济学与哲学、古生物学、整合科学、外国语言与外国历史、理论与应用力学、工程力学（工程结构分析）、能源与环境系统工程、航空航天工程、生物医学工程、材料科学与工程专业）,2019,697,43,理科,本科一批
北京大学,数学类,（含数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融）、数据科学与大数据技术专业）,2019,696,51,理科,本科一批
北京大学,计算机类,（含计算机科学与技术、智能科学与技术、数据科学与大数据技术、软件工程专业）,2019,696,51,理科,本科一批
北京大学,历史学类,（含历史学（中国史）、世界史、外国语言与外国历史专业）,2019,674,24,文科,本科一批
北京大学,经济学类,（含经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学专业）,2019,696,51,理科,本科一批
北京大学,信息管理与信息系统,,2019,676,18,文科,本科一批
北京大学,中国语言文学类,（含汉语言文学、汉语言、古典文献学、应用语言学专业）,2019,677,15,文科,本科一批
北京大学,物理学类,（含物理学、大气科学、核物理（核科学与技术）专业）,2019,696,51,理科,本科一批
北京大学,哲学类,（含哲学、宗教学、逻辑学（科技哲学）专业）,2019,674,24,文科,本科一批
复旦大学,法学,（卓越法律人才基地）（含复旦美国杜兰大学“3+1”双学位项目；含赴美国哥伦比亚大学、康奈尔大学、加拿大麦吉尔大学、德国汉堡大学等校免学费交流项目）,2020,661,59,文科,本科批
复旦大学,经济学类,（含经济学、经济学（数理经济方向拔尖项目）、经济学（国际项目UIPE）、国际经济与贸易（国际经济学）、金融学、财政学、保险学专业；含数理经济拔尖项目、经济学专业国际项目和复旦荷兰格罗宁根大学2+2双学位项目；含赴芝加哥大学、加州大学、新加坡国立大学、苏黎世大学、高等商学院、慕尼黑大学庆应大学等免学费交流项目，麻省理工、宾夕法尼亚大学、加州大学伯克利分校、伦敦政经等访学项目）,2020,698,150,理科,本科批
复旦大学,历史学类,（含历史学、旅游管理、文物与博物馆学专业；含赴加拿大女王大学、丹麦哥本哈根大学、日本御茶水大学等校免学费交流项目）,2020,658,83,文科,本科批
复旦大学,经济学类,（含经济学、经济学（数理经济方向拔尖项目）、经济学（国际项目UIPE）、国际经济与贸易（国际经济学）、金融学、财政学、保险学专业；含数理经济拔尖项目、经济学专业国际项目和复旦荷兰格罗宁根大学2+2双学位项目；含赴芝加哥大学、加州大学新加坡国立大学、苏黎世大学、巴黎高等商学院、慕尼黑大学、庆应大学等免学费交流项目，麻省理工、宾夕法尼亚大学、加州大学伯克利分校、伦敦政经等访学项目）,2020,663,44,文科,本科批
复旦大学,工科试验班,（新工科本研贯通）（含智能科学与技术（卓越班）、微电子科学与工程（卓越班）、人工智能专业；大利亚莫纳什大学等“2+2”双学位项目，与加拿大多伦多大学、美国佛罗里达大学等“3+1+1”本硕连读项目）,2020,698,150,理科,本科批
复旦大学,数学类,（拔尖人才培养计划）（含数学与应用数学、信息与计算科学、数据科学与大数据技术专业）,2020,698,150,理科,本科批
复旦大学,经济管理试验班,（含会计学、市场营销、统计学、工商管理（战略、商务、人力资源方向）、（金融方向）、管理科学（供应链方向）、息管理与信息系统（电商方向）专业；美国南加州大学、英国华威大学、法国巴黎高等商学院等校免学费交流项目）,2020,700,108,理科,本科批
复旦大学,中国语言文学类,（含汉语言文学、汉语言专业；含赴美国韦尔斯利学院、德国科隆大学、日本早稻田大学，香港浸会大学、台湾大学等校免学费交流项目）,2020,657,91,文科,本科批
复旦大学,新闻传播学类,（卓越新闻人才计划）（含新闻学、广播电视学、传播学、广告学专业；含复旦日本早稻田大学“3+1+1”、复旦美国密苏里大学“2+2”双学位项目；含赴美国北卡罗莱纳大学、纽约城市大学、德国慕尼黑大学等校免学费交流项目）,2020,662,52,文科,本科批
复旦大学,技术科学试验班,,2016,,,理科,本科提前批
复旦大学,医学试验班,,2016,,,理科,本科提前批
复旦大学,微电子科学与工程,（国家示范性微电子学院）,2016,,,理科,本科提前批
复旦大学,自然科学试验班,（拔尖人才培养计划）,2016,,,理科,本科提前批
复旦大学,技术科学试验班,（卓越班）（其他备注及方向整理中）,2020,684,769,理科,本科提前批
复旦大学,经济管理试验班,,2020,682,922,理科,本科提前批
复旦大学,社会科学试验班,（其他备注及方向整理中）,2020,642,362,文科,本科提前批
复旦大学,经济学类,,2020,681,1024,理科,本科提前批
复旦大学,微电子科学与工程,（国家示范性微电子学院）,2020,694,261,理科,本科提前批
复旦大学,核工程与核技术,,2020,692,339,理科,本科提前批
复旦大学,自然科学试验班,（拔尖人才培养计划）（其他备注及方向整理中）,2020,693,303,理科,本科提前批
复旦大学,法学,（卓越法律人才基地）,2016,,,文科,本科一批
复旦大学,法学,,2016,663,73,文科,本科一批
复旦大学,经济管理试验班,,2016,704,103,理科,本科一批
复旦大学,经济学类,,2016,706,80,理科,本科一批
复旦大学,经济学类,,2016,667,39,文科,本科一批
复旦大学,临床医学,（8年制）（卓越医生计划）,2016,,,理科,本科一批
复旦大学,中国语言文学类,,2017,653,85,文科,本科一批
复旦大学,历史学类,,2017,652,94,文科,本科一批
复旦大学,数学类,,2017,689,87,理科,本科一批
复旦大学,经济学类,,2017,690,80,理科,本科一批
复旦大学,法学,,2017,652,94,文科,本科一批
复旦大学,经济管理试验班,,2017,690,80,理科,本科一批
复旦大学,新闻传播学类,,2017,657,56,文科,本科一批
复旦大学,经济学类,,2017,655,70,文科,本科一批
复旦大学,经济管理试验班,,2018,703,85,理科,本科一批
复旦大学,历史学类,,2018,691,27,文科,本科一批
复旦大学,经济学类,,2018,686,49,文科,本科一批
复旦大学,经济学类,,2018,704,66,理科,本科一批
复旦大学,中国语言文学类,,2018,684,62,文科,本科一批
复旦大学,数学类,,2018,703,85,理科,本科一批
复旦大学,新闻传播学类,,2018,684,62,文科,本科一批
复旦大学,经济管理试验班,（含会计学、市场营销、统计学、数据科学与大数据技术、旅游管理、管理科学、工商管理、信息管理与信息系统、财务管理专业、含国家公派留学计划及赴美国南加州大学、英国华威大学、法国巴黎高等商学院学校免学费交流项目，详见复旦大学招生网）,2019,671,681,理科,本科一批
复旦大学,工科试验班,（新工科本研贯通）（含智能科学与技术（卓越班）、微电子科学与工程（卓越班）专业；本研贯通培养，含与澳大利亚莫纳什大学等“2+2”双学位项目，与加拿大多伦多大学、美国佛罗里达大学等“3+1+1”本硕连读项目）,2019,675,504,理科,本科一批
复旦大学,经济学类,（含荷兰格罗宁根大学双学位项目）（含经济学、金融学、财政学、保险学、经济学（数理经济方向拔尖项目）、经济学（国际项目UIPE）、国际经济与贸易（国际经济学）专业；含国家公派留学计划及德国哥廷根大学、慕尼黑大学、法国巴黎政治大学等校免学费交流项目；部分专业课程英语授课）,2019,670,42,文科,本科一批
复旦大学,数学类,（含数学与应用数学、信息与计算科学、数据科学与大数据技术专业）,2019,683,236,理科,本科一批
复旦大学,新闻传播学类,（卓越新闻人才计划）（含新闻学、广播电视学、传播学、广告学专业；含日本早稻田大学、美国密苏里大学双学位项目；含赴美国北卡莱罗纳大学、德国慕尼黑大学、俄罗斯莫斯科国立大学等校免学费交流项目）,2019,666,81,文科,本科一批
复旦大学,经济学类,（含荷兰格罗宁根大学双学位项目）（含经济学、金融学、财政学、保险学、经济学（数理经济方向拔尖项目）、经济学（国际项目UIPE）、国际经济与贸易（国际经济学）专业；含国家公派留学计划及德国哥廷根大学、慕尼黑大学、法国巴黎政治大学等校免学费交流项目；部分专业课程英语授课）,2019,670,729,理科,本科一批
复旦大学,法学,（卓越法律人才基地）（含美国亚利桑那州立大学、杜兰大学双学位项目；含国家公派留学计划及赴美国威廉玛丽学院、加拿大皇后大学、德国汉堡大学等校免学费交流项目部分专业课程英语授课）,2019,668,61,文科,本科一批
中国人民大学,法学,,2020,693,303,理科,本科批
中国人民大学,法学,,2020,666,33,文科,本科批
中国人民大学,经济学类,（含经济学、国际经济与贸易、能源经济、国民经济管理专业）,2020,697,170,理科,本科批
中国人民大学,财政学类,（含财政学、税收学专业）,2020,659,75,文科,本科批
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2020,699,136,理科,本科批
中国人民大学,理科试验班,（含统计学、应用统计学、经济统计学、数据科学与大数据技术、环境科学、环境工程、资源与环境经济学、计算机科学与技术、信息管理与信息系统、信息安全、件工程、数学与应用数学、人工智能专业）,2020,692,339,理科,本科批
中国人民大学,财政学类,（含财政学、税收学专业）,2020,696,198,理科,本科批
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2020,662,52,文科,本科批
中国人民大学,人力资源管理,（以学校公布分流专业为准）,2020,657,91,文科,本科批
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、管理科学、贸易经济专业）,2020,691,382,理科,本科批
中国人民大学,社会科学试验班,（管理学科类）（含行政管理、城市管理、土地资源管理、信息资源管理、档案学、农林经济管理、农村区域发展专业）,2020,658,83,文科,本科批
中国人民大学,国际政治,（以学校公布分流专业为准）,2020,659,75,文科,本科批
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、管理科学、贸易经济专业）,2020,658,83,文科,本科批
中国人民大学,人力资源管理,（以学校公布分流专业为准）,2020,690,418,理科,本科批
中国人民大学,社会科学试验班,（管理学科类）（含行政管理、城市管理、土地资源管理、信息资源管理、档案学、农林经济管理、农村区域发展专业）,2020,691,382,理科,本科批
中国人民大学,经济学类,（含经济学、国际经济与贸易、能源经济、国民经济管理专业）,2020,662,52,文科,本科批
中国人民大学,新闻传播学类,（含新闻学、广播电视学、广告学、传播学专业）,2020,659,75,文科,本科批
中国人民大学,人力资源管理,（国家专项）,2016,631,626,文科,本科提前批
中国人民大学,设计学类,（加权成绩）,2016,546,54315,理科,本科提前批
中国人民大学,财政学类,（国家专项）,2016,627,759,文科,本科提前批
中国人民大学,人力资源管理,（国家专项）,2016,679,1127,理科,本科提前批
中国人民大学,人文科学试验班,（国家专项）,2016,626,792,文科,本科提前批
中国人民大学,新闻学,（国防生）,2016,602,2210,文科,本科提前批
中国人民大学,理科试验班,（信息与数学，国家专项）,2016,682,900,理科,本科提前批
中国人民大学,财政学类,（国家专项）,2016,681,959,理科,本科提前批
中国人民大学,设计学类,（加权成绩）,2016,533,16126,文科,本科提前批
中国人民大学,理科试验班,（物理、化学与心理学，国家专项）,2016,680,1041,理科,本科提前批
中国人民大学,信息管理与信息系统,（政务信息管理，国防生）,2016,627,10902,理科,本科提前批
中国人民大学,美术学,（加权成绩）,2016,579,4902,文科,本科提前批
中国人民大学,绘画,（加权成绩）,2016,540,13918,文科,本科提前批
中国人民大学,外国语言文学类,,2020,656,105,文科,本科提前批
中国人民大学,社会科学试验班,（管理学科类）,2020,637,507,文科,本科提前批
中国人民大学,马克思主义理论类,,2020,656,105,文科,本科提前批
中国人民大学,社会学类,,2020,676,1574,理科,本科提前批
中国人民大学,人文科学试验班,（以学校公布分流专业为准）（其他备注及方向整理中）,2020,655,120,文科,本科提前批
中国人民大学,理科试验班,（基础学科类）,2020,685,707,理科,本科提前批
中国人民大学,外国语言文学类,,2020,682,922,理科,本科提前批
中国人民大学,理科试验班,,2020,679,1215,理科,本科提前批
中国人民大学,国际政治,,2016,659,103,文科,本科一批
中国人民大学,法学,,2016,664,66,文科,本科一批
中国人民大学,经济学类,,2016,694,321,理科,本科一批
中国人民大学,农业经济管理类,,2016,659,103,文科,本科一批
中国人民大学,工商管理类,,2016,690,482,理科,本科一批
中国人民大学,财政学类,,2016,689,526,理科,本科一批
中国人民大学,统计学类,,2016,691,446,理科,本科一批
中国人民大学,金融学类,,2016,666,44,文科,本科一批
中国人民大学,政治学、经济学与哲学,（PPE实验班）,2016,698,213,理科,本科一批
中国人民大学,经济学类,（中外合作办学）（国民经济管理专业）,2016,,,文科,本科一批
中国人民大学,工商管理类,,2016,659,103,文科,本科一批
中国人民大学,新闻传播学类,,2016,665,59,文科,本科一批
中国人民大学,经济学类,,2016,659,103,文科,本科一批
中国人民大学,金融学,（中外合作办学）,2016,661,3109,理科,本科一批
中国人民大学,政治学、经济学与哲学,（PPE实验班）,2016,665,59,文科,本科一批
中国人民大学,金融学,（中外合作办学）,2016,633,559,文科,本科一批
中国人民大学,人力资源管理,,2016,684,777,理科,本科一批
中国人民大学,理科试验班,（信息与数学）,2016,693,371,理科,本科一批
中国人民大学,人力资源管理,,2016,663,73,文科,本科一批
中国人民大学,外国语言文学类,（中外合作办学）（法语专业）,2016,,,文科,本科一批
中国人民大学,法学,,2017,653,85,文科,本科一批
中国人民大学,国际政治,,2017,653,85,文科,本科一批
中国人民大学,法学,,2017,676,330,理科,本科一批
中国人民大学,人力资源管理,,2017,654,75,文科,本科一批
中国人民大学,政治学、经济学与哲学,,2017,658,52,文科,本科一批
中国人民大学,经济学类,,2017,682,188,理科,本科一批
中国人民大学,财政学类,,2017,656,63,文科,本科一批
中国人民大学,经济学类,,2017,658,52,文科,本科一批
中国人民大学,金融学类,,2017,686,125,理科,本科一批
中国人民大学,人力资源管理,,2017,674,385,理科,本科一批
中国人民大学,政治学、经济学与哲学,,2017,678,284,理科,本科一批
中国人民大学,金融学类,,2017,659,46,文科,本科一批
中国人民大学,新闻传播学类,,2017,656,63,文科,本科一批
中国人民大学,理科试验班,,2017,677,300,理科,本科一批
中国人民大学,财政学类,,2017,678,284,理科,本科一批
中国人民大学,农业经济管理类,,2017,653,85,文科,本科一批
中国人民大学,信息资源管理,,2017,653,85,文科,本科一批
中国人民大学,信息资源管理,,2017,673,411,理科,本科一批
中国人民大学,新闻传播学类,,2017,673,411,理科,本科一批
中国人民大学,工商管理类,,2017,657,56,文科,本科一批
中国人民大学,国际政治,,2018,684,62,文科,本科一批
中国人民大学,法学,,2018,689,32,文科,本科一批
中国人民大学,法学,,2018,693,319,理科,本科一批
中国人民大学,财政学类,,2018,683,70,文科,本科一批
中国人民大学,新闻传播学类,,2018,686,49,文科,本科一批
中国人民大学,经济学类,,2018,697,179,理科,本科一批
中国人民大学,新闻传播学类,,2018,693,319,理科,本科一批
中国人民大学,统计学类,,2018,694,271,理科,本科一批
中国人民大学,人力资源管理,,2018,684,62,文科,本科一批
中国人民大学,金融学类,,2018,700,122,理科,本科一批
中国人民大学,工商管理类,,2018,684,62,文科,本科一批
