院校,专业,专业详情,年份,最低分,位次,科目,批次
电子科技大学,外国语言文学类,（含英语、日语、法语、翻译专业）,2020,622,1268,文科,本科批
电子科技大学,电子信息类,（光通信与显示、智能感知、智慧照明）（含光电信息科学与工程、信息工程、光源与照明专业）,2020,668,2704,理科,本科批
电子科技大学,社会科学试验班,（公共管理与法律复合人才培养）（含行政管理、城市管理、法学专业）,2020,623,1198,文科,本科批
电子科技大学,电子信息类,（信息与通信）（含网络工程、物联网工程、电子信息工程、通信工程、信息对抗技术专业）,2020,671,2234,理科,本科批
电子科技大学,自动化,（智能制造实验班）,2020,668,2704,理科,本科批
电子科技大学,电子信息类,（中外合作办学）（电子信息）（含电子信息工程专业）（沙河校区）（中外合作）,2020,654,5838,理科,本科批
电子科技大学,软件工程,（国家示范性软件学院）（沙河校区）,2020,664,3435,理科,本科批
电子科技大学,经济管理试验班,（管理与电子工程双学位培养（含电子信息工程、工商管理、电子商务、金融学专业））,2020,667,2883,理科,本科批
电子科技大学,电子信息类,（电子信息与物理科学复合培养）（含电子信息科学与技术、应用物理学专业）,2020,668,2704,理科,本科批
电子科技大学,集成电路设计与集成系统,（国家示范性微电子学院）（沙河校区）,2020,666,3076,理科,本科批
电子科技大学,护理学,（沙河校区）（医学类）,2020,630,14623,理科,本科批
电子科技大学,航空航天类,（飞行器控制信息、空天智能设计制造、无人机）（含航空航天工程、无人驾驶航空器系统工程、探测制导与控制技术、飞行器控制与信息工程专业）,2020,667,2883,理科,本科批
电子科技大学,计算机类,,2020,669,2531,理科,本科提前批
电子科技大学,航空航天类,（飞行器控制信息、空天智能设,2020,663,3633,理科,本科提前批
电子科技大学,工科试验班,（电子工程类）,2020,666,3076,理科,本科提前批
电子科技大学,电子信息类,（信息与通信）,2020,664,3435,理科,本科提前批
电子科技大学,工科试验班,（电子信息与地球科学复合培养）,2020,662,3821,理科,本科提前批
电子科技大学,工科试验班,（智能制造、机器人、电气信息）,2020,663,3633,理科,本科提前批
电子科技大学,计算机科学与技术,（智能金融与区块链金融技术）,2020,679,1215,理科,本科提前批
电子科技大学,工科试验班,（新材料、新能源与电子化学）,2020,661,4051,理科,本科提前批
电子科技大学,电子信息类,（成电英才计划拔尖创新人才实验班）,2020,681,1024,理科,本科提前批
电子科技大学,电子科学与技术,,2016,,,理科,本科一批
电子科技大学,信息安全,,2016,,,理科,本科一批
电子科技大学,计算机科学与技术,,2016,,,理科,本科一批
电子科技大学,新能源材料与器件,,2016,,,理科,本科一批
电子科技大学,集成电路设计与集成系统,,2016,,,理科,本科一批
电子科技大学,空间信息与数字技术,,2016,,,理科,本科一批
电子科技大学,生物医学工程,,2016,,,理科,本科一批
电子科技大学,软件工程,（数字动漫）,2016,,,理科,本科一批
电子科技大学,电子信息工程,（按大类招生）,2016,,,理科,本科一批
电子科技大学,数字媒体技术,,2016,,,理科,本科一批
电子科技大学,数学类,（按大类招生）,2016,,,理科,本科一批
电子科技大学,软件工程,（嵌入式系统）,2016,,,理科,本科一批
电子科技大学,工商管理类,（管理-电子工程复合培养实验班）,2016,,,理科,本科一批
电子科技大学,工业工程,,2016,,,理科,本科一批
电子科技大学,电子科学与技术,（物理电子技术、传感网技术方向）,2016,,,理科,本科一批
电子科技大学,城市管理,,2016,,,文科,本科一批
电子科技大学,英语,,2016,,,文科,本科一批
电子科技大学,软件工程,（软件技术）,2016,,,理科,本科一批
电子科技大学,航空航天工程,,2016,,,理科,本科一批
电子科技大学,软件工程,（信息工程）,2016,,,理科,本科一批
电子科技大学,计算机科学与技术,,2017,640,2804,理科,本科一批
电子科技大学,通信工程,,2017,640,2804,理科,本科一批
电子科技大学,电子科学与技术,,2017,633,3775,理科,本科一批
电子科技大学,电子信息工程,,2017,638,3040,理科,本科一批
电子科技大学,信息安全,,2017,636,3332,理科,本科一批
电子科技大学,光电信息科学与工程,,2017,636,3332,理科,本科一批
电子科技大学,信息管理与信息系统,,2017,634,3628,理科,本科一批
电子科技大学,生物技术,,2017,633,3775,理科,本科一批
电子科技大学,航空航天工程,,2017,633,3775,理科,本科一批
电子科技大学,空间信息与数字技术,,2017,633,3775,理科,本科一批
电子科技大学,光源与照明,,2017,634,3628,理科,本科一批
电子科技大学,自动化,,2017,634,3628,理科,本科一批
电子科技大学,互联网金融,,2017,635,3474,理科,本科一批
电子科技大学,生物医学工程,,2017,634,3628,理科,本科一批
电子科技大学,工业工程,,2017,634,3628,理科,本科一批
电子科技大学,电子信息科学与技术,,2017,634,3628,理科,本科一批
电子科技大学,物联网工程,,2017,633,3775,理科,本科一批
电子科技大学,法语,,2017,605,1690,文科,本科一批
电子科技大学,微电子科学与工程,,2017,635,3474,理科,本科一批
电子科技大学,智能电网信息工程,,2017,636,3332,理科,本科一批
电子科技大学,计算机科学与技术,,2018,668,2438,理科,本科一批
电子科技大学,经济管理试验班,,2018,666,2733,理科,本科一批
电子科技大学,法语,,2018,646,1419,文科,本科一批
电子科技大学,工科试验班,（电子工程类）,2018,665,2883,理科,本科一批
电子科技大学,航空航天类,,2018,662,3359,理科,本科一批
电子科技大学,物联网工程,,2018,665,2883,理科,本科一批
电子科技大学,生物医学工程类,,2018,662,3359,理科,本科一批
电子科技大学,计算机类,,2018,667,2587,理科,本科一批
电子科技大学,互联网金融,,2018,663,3186,理科,本科一批
电子科技大学,电子信息科学与技术,,2018,664,3034,理科,本科一批
电子科技大学,工科试验班,（智能制造、人工智能）,2018,664,3034,理科,本科一批
电子科技大学,工科试验班,（智能制造、机器人、电气信息）,2018,663,3186,理科,本科一批
电子科技大学,信息管理与信息系统,,2018,662,3359,理科,本科一批
电子科技大学,工科试验班,（电子信息与地球科学复合培养）,2018,662,3359,理科,本科一批
电子科技大学,日语,,2018,646,1419,文科,本科一批
电子科技大学,数学类,,2018,662,3359,理科,本科一批
电子科技大学,社会科学试验班,,2018,646,1419,文科,本科一批
电子科技大学,自动化,,2018,665,2883,理科,本科一批
电子科技大学,工科试验班,（新材料、新能源与电子化学）,2018,663,3186,理科,本科一批
电子科技大学,电子信息类,（智能感知、光通信与显示、智慧照明）,2019,646,3121,理科,本科一批
电子科技大学,人工智能,,2019,650,2531,理科,本科一批
电子科技大学,电子信息类,（信息与通信）,2019,653,2144,理科,本科一批
电子科技大学,自动化,（智能制造实验班）,2019,650,2531,理科,本科一批
电子科技大学,互联网金融,（“互联网＋”复合培养实验班）,2019,647,2941,理科,本科一批
电子科技大学,航空航天类,（航空电子及控制、无人驾驶航空器技术）,2019,646,3121,理科,本科一批
电子科技大学,新能源材料与器件,（“互联网＋”复合培养实验班）,2019,647,2941,理科,本科一批
电子科技大学,信息管理与信息系统,,2019,629,1173,文科,本科一批
电子科技大学,计算机类,,2019,654,2032,理科,本科一批
电子科技大学,智能电网信息工程,（“互联网＋”复合培养实验班）,2019,647,2941,理科,本科一批
电子科技大学,社会科学试验班,（公共管理与法律复合人才培养）,2019,628,1247,文科,本科一批
电子科技大学,工科试验班,（智能仪器、智能控制）,2019,646,3121,理科,本科一批
电子科技大学,数学类,（数据科学与计算、数学及应用、计算科学）,2019,646,3121,理科,本科一批
电子科技大学,电子信息类,（“成电英才计划”拔尖创新人才实验班）,2019,668,847,理科,本科一批
电子科技大学,工科试验班,（新材料、新能源与电子化学）,2019,644,3444,理科,本科一批
电子科技大学,经济管理试验班,（管理与电子工程复合培养）,2019,646,3121,理科,本科一批
电子科技大学,工科试验班,（电子工程类）,2019,650,2531,理科,本科一批
电子科技大学,生物医学工程类,,2019,646,3121,理科,本科一批
电子科技大学,计算机科学与技术,（“互联网＋”复合培养实验班）,2019,661,1355,理科,本科一批
电子科技大学,电子信息类,（电子信息与物理科学复合培养）,2019,648,2792,理科,本科一批
兰州大学,生态学,,2020,644,8965,理科,本科批
兰州大学,数字媒体技术,,2020,646,8341,理科,本科批
兰州大学,大气科学类,（含大气科学（基地班）、大气科学、应用气象学专业）,2020,645,8674,理科,本科批
兰州大学,工商管理类,（含管理科学（基地班）、会计学、市场营销、人力资源管理、信息管理与信息系统、行政管理专业）,2020,645,8674,理科,本科批
兰州大学,计算机类,（含计算机科学与技术（基地班）、计算机科学与技术、信息安全、数据科学与大数据技术专业）,2020,647,7994,理科,本科批
兰州大学,日语,,2020,617,1623,文科,本科批
兰州大学,新闻传播学类,（含新闻学、广播电视学专业）,2020,619,1468,文科,本科批
兰州大学,俄语,,2020,617,1623,文科,本科批
兰州大学,环境科学与工程类,（含环境科学、环境工程专业）,2020,644,8965,理科,本科批
兰州大学,数学类,（含数学与应用数学（基地班）、数学与应用数学、信息与计算科学专业）,2020,646,8341,理科,本科批
兰州大学,核化工与核燃料工程,,2020,644,8965,理科,本科批
兰州大学,医学检验技术,,2020,643,9339,理科,本科批
兰州大学,理论与应用力学,（基地班）,2020,645,8674,理科,本科批
兰州大学,临床药学,,2020,644,8965,理科,本科批
兰州大学,临床医学类,（含临床医学、医学影像学、麻醉学、儿科学专业）,2020,643,9339,理科,本科批
兰州大学,药学,,2020,644,8965,理科,本科批
兰州大学,生物信息学,,2020,645,8674,理科,本科批
兰州大学,经济学,（基地班）,2020,643,9339,理科,本科批
兰州大学,广告学,,2020,618,1547,文科,本科批
兰州大学,社会学,,2020,620,1396,文科,本科批
兰州大学,药学,,2020,639,10835,理科,本科提前批
兰州大学,计算机类,,2020,640,10452,理科,本科提前批
兰州大学,临床医学类,,2020,639,10835,理科,本科提前批
兰州大学,马克思主义理论类,,2020,615,1820,文科,本科提前批
兰州大学,草业科学,,2016,631,9643,理科,本科一批
兰州大学,地质学类,,2016,632,9343,理科,本科一批
兰州大学,公共事业管理,（卫生事业管理方向）,2016,633,9037,理科,本科一批
兰州大学,生物科学类,,2016,631,9643,理科,本科一批
兰州大学,俄语,,2016,631,9643,理科,本科一批
兰州大学,历史学类,,2016,613,1440,文科,本科一批
兰州大学,计算机类,（含基地班、计算机科学与技术、信息安全、电,2016,,,理科,本科一批
兰州大学,经济学类,,2016,620,1037,文科,本科一批
兰州大学,工商管理类,,2016,637,7940,理科,本科一批
兰州大学,历史学类,（含基地班、历史学、世界史、文物与博物馆学,2016,,,文科,本科一批
兰州大学,大气科学类,（含基地班、大气科学、应用气象学）,2016,,,理科,本科一批
兰州大学,口腔医学,,2016,632,9343,理科,本科一批
兰州大学,政治学类,（含国际政治、政治学与行政学）,2016,,,文科,本科一批
兰州大学,新闻传播学类,,2016,615,1317,文科,本科一批
兰州大学,汉语言文学,,2016,613,1440,文科,本科一批
兰州大学,自然地理与资源环境,,2016,632,9343,理科,本科一批
兰州大学,日语,,2016,612,1503,文科,本科一批
兰州大学,草业科学,（基地班）,2016,632,9343,理科,本科一批
兰州大学,英语,,2016,612,1503,文科,本科一批
兰州大学,土木工程,,2016,633,9037,理科,本科一批
兰州大学,草业科学,,2017,602,10146,理科,本科一批
兰州大学,理论与应用力学,,2017,599,11030,理科,本科一批
兰州大学,核工程类,,2017,608,8591,理科,本科一批
兰州大学,俄语,,2017,606,1620,文科,本科一批
兰州大学,药学,,2017,600,10716,理科,本科一批
兰州大学,地质工程,,2017,599,11030,理科,本科一批
兰州大学,法学,,2017,611,1326,文科,本科一批
兰州大学,广告学,,2017,608,1504,文科,本科一批
兰州大学,环境科学与工程类,,2017,602,10146,理科,本科一批
兰州大学,医学影像学,,2017,599,11030,理科,本科一批
兰州大学,数学类,,2017,605,9347,理科,本科一批
兰州大学,土木工程,,2017,601,10440,理科,本科一批
兰州大学,大气科学类,,2017,602,10146,理科,本科一批
兰州大学,口腔医学,,2017,602,10146,理科,本科一批
兰州大学,工商管理类,,2017,615,1119,文科,本科一批
兰州大学,经济学类,,2017,611,7831,理科,本科一批
兰州大学,哲学,,2017,607,1557,文科,本科一批
兰州大学,物理学类,,2017,608,8591,理科,本科一批
兰州大学,电子信息类,,2017,605,9347,理科,本科一批
兰州大学,公共事业管理,,2017,604,9608,理科,本科一批
兰州大学,草业科学,,2018,636,9311,理科,本科一批
兰州大学,理论与应用力学,,2018,635,9592,理科,本科一批
兰州大学,计算机类,（中外合作办学）,2018,595,25725,理科,本科一批
兰州大学,生物科学类,,2018,636,9311,理科,本科一批
兰州大学,地质学类,,2018,635,9592,理科,本科一批
兰州大学,经济学类,,2018,650,1138,文科,本科一批
兰州大学,广告学,,2018,643,1650,文科,本科一批
兰州大学,水利类,,2018,636,9311,理科,本科一批
兰州大学,核工程类,,2018,635,9592,理科,本科一批
兰州大学,大气科学类,,2018,636,9311,理科,本科一批
兰州大学,应用物理学,,2018,641,7899,理科,本科一批
兰州大学,公共事业管理,,2018,634,9901,理科,本科一批
兰州大学,临床医学类,,2018,636,9311,理科,本科一批
兰州大学,医学检验技术,,2018,634,9901,理科,本科一批
兰州大学,农林经济管理,,2018,634,9901,理科,本科一批
兰州大学,汉语言文学,,2018,646,1419,文科,本科一批
兰州大学,社会学,,2018,643,1650,文科,本科一批
兰州大学,土木工程,,2018,636,9311,理科,本科一批
兰州大学,环境科学与工程类,,2018,635,9592,理科,本科一批
兰州大学,工商管理类,,2018,648,1269,文科,本科一批
兰州大学,草业科学,,2019,617,9996,理科,本科一批
兰州大学,土木工程,,2019,620,9000,理科,本科一批
兰州大学,经济学类,（含经济学（基地班）、经济学、国际经济与贸易、金融学、统计学、金融工程专业）,2019,622,8419,理科,本科一批
兰州大学,法语,,2019,622,1677,文科,本科一批
兰州大学,生物信息学,,2019,616,10336,理科,本科一批
兰州大学,口腔医学,,2019,621,8689,理科,本科一批
兰州大学,环境科学与工程类,（含环境科学、环境工程专业）,2019,616,10336,理科,本科一批
兰州大学,俄语,,2019,616,10336,理科,本科一批
兰州大学,生物科学类,（含生物科学（基地班）、生物技术（基地班）、生物科学、生物技术、生态学专业）,2019,618,9672,理科,本科一批
兰州大学,法学,,2019,624,1509,文科,本科一批
兰州大学,基础医学,,2019,616,10336,理科,本科一批
兰州大学,地质工程,,2019,617,9996,理科,本科一批
兰州大学,电子信息类,（含电子信息科学与技术（基地班）、电子信息科学与技术、通信工程专业）,2019,620,9000,理科,本科一批
兰州大学,计算机科学与技术,（中外合作办学）,2019,593,19896,理科,本科一批
兰州大学,理论与应用力学,（基地班）,2019,619,9344,理科,本科一批
兰州大学,医学检验技术,,2019,616,10336,理科,本科一批
兰州大学,历史学类,（含历史学（基地班）、历史学、世界史、文物与博物馆学专业）,2019,624,1509,文科,本科一批
兰州大学,地质学类,（含地质学、地质学（资源勘查方向）、地球化学专业）,2019,617,9996,理科,本科一批
兰州大学,政治学类,（含政治学与行政学、国际政治专业）,2019,623,1602,文科,本科一批
兰州大学,计算机类,（含计算机科学与技术（基地班）、计算机科学与技术、信息安全、数据科学与大数据技术、人工智能专业）,2019,621,8689,理科,本科一批
东北大学,理科试验班,（含化学、应用化学专业）,2020,647,7994,理科,本科批
东北大学,人工智能,（入学后为英语教学，其他语种考生慎报）,2020,650,7007,理科,本科批
东北大学,计算机类,（含软件工程、数字媒体技术、信息安全专业；原则上只招收有志愿考生。学年学费标准大一大二5200元/年，大三大四16000元/年。入学后外语教学为英语，其他语种考生慎报）,2020,650,7007,理科,本科批
东北大学,计算机类,（含计算机科学与技术、物联网工程专业）,2020,653,6125,理科,本科批
东北大学,机器人工程,,2020,651,6724,理科,本科批
东北大学,人文科学试验班,（含思想政治教育、哲学专业）,2020,618,1547,文科,本科批
东北大学,材料类,（含材料科学与工程、材料成型及控制工程、材料物理专业）,2020,646,8341,理科,本科批
东北大学,建筑类,（含建筑学、城乡规划专业；要求考生具备一定的绘画基础）,2020,647,7994,理科,本科批
东北大学,智能医学工程,（入学后外语教学为英语，其他语种考生慎报）,2020,647,7994,理科,本科批
东北大学,公共管理类,（含法学、公共事业管理、行政管理、土地资源管理、新闻学专业）,2020,618,1547,文科,本科批
东北大学,自动化类,（含自动化、电气工程及其自动化、测控技术与仪器、电子科学与技术、工业智能专业；入学后外语教学为英语，其他语种考生慎报）,2020,651,6724,理科,本科批
东北大学,经济管理试验班,（含工商管理、市场营销、会计学、工业工程、信息管理与信息系统、国际经济与贸易、金融学、经济学专业）,2020,646,8341,理科,本科批
东北大学,电子信息类,（含电子信息工程、通信工程专业）,2020,650,7007,理科,本科批
东北大学,理科试验班,（含数学与应用数学、信息与计算科学、应用物理学、工程力学专业）,2020,649,7343,理科,本科批
东北大学,生物工程类,（含生物工程、生物制药专业；入学后外语教学为英语，其他语种考生慎报）,2020,647,7994,理科,本科批
东北大学,机械类,（含机械工程、过程装备与控制工程、车辆工程、工业设计、智能制造工程专业）,2020,647,7994,理科,本科批
东北大学,外国语言文学类,（含英语、俄语、日语、德语专业；只招英语，俄语，日语，德语语种考生）,2020,617,1623,文科,本科批
东北大学,生物医学工程,（中外合作办学）,2020,590,38298,理科,本科提前批
东北大学,理科试验班,,2020,652,6430,理科,本科提前批
东北大学,计算机类,,2020,660,4291,理科,本科提前批
东北大学,工科试验班,（其他备注及方向整理中）,2020,644,8965,理科,本科提前批
东北大学,材料类,,2020,645,8674,理科,本科提前批
东北大学,工科试验班,,2020,638,11231,理科,本科提前批
东北大学,材料科学与工程,（中外合作办学）,2020,593,36210,理科,本科提前批
东北大学,机械类,,2020,647,7994,理科,本科提前批
东北大学,自动化类,,2020,651,6724,理科,本科提前批
东北大学,建筑类,（五年）,2016,634,8757,理科,本科一批
东北大学,电子信息类,（含电子信息工程、通信工程）,2016,,,理科,本科一批
东北大学,建筑类,（含建筑学、城乡规划）,2016,,,理科,本科一批
东北大学,公共管理类,,2016,614,1382,文科,本科一批
东北大学,经济管理试验班,,2016,637,7940,理科,本科一批
东北大学,人文科学试验班,,2016,612,1503,文科,本科一批
东北大学,数学类,（含数学与应用数学、信息与计算科学、应用统计,2016,,,理科,本科一批
东北大学,人文科学试验班,（含思想政治教育、哲学）,2016,,,文科,本科一批
东北大学,生物工程,,2016,634,8757,理科,本科一批
东北大学,理科试验班,,2016,636,8186,理科,本科一批
东北大学,机械类,（含机械工程、过程装备与控制工程、车辆工程、,2016,,,理科,本科一批
东北大学,计算机类,（含软件工程、数字媒体技术、信息安全）,2016,638,7661,理科,本科一批
东北大学,机械类,（含机械工程、过程装备与控制工程、车辆工程）,2016,,,理科,本科一批
东北大学,电子信息类,,2016,640,7201,理科,本科一批
东北大学,自动化类,（含测控技术与仪器、自动化、电气工程及其自,2016,,,理科,本科一批
东北大学,外国语言文学类,（含英语、日语）,2016,,,文科,本科一批
东北大学,机械类,,2016,637,7940,理科,本科一批
东北大学,生物医学工程类,,2016,595,24127,理科,本科一批
东北大学,电子信息类,（含电子信息工程、通信工程、生物医学工程,2016,,,理科,本科一批
东北大学,外国语言文学类,（含英语、日语、俄语、德语）,2016,,,文科,本科一批
东北大学,机械类,,2017,611,7831,理科,本科一批
东北大学,工科试验班,,2017,607,8835,理科,本科一批
东北大学,电子信息类,,2017,613,7383,理科,本科一批
东北大学,材料类,,2017,609,8334,理科,本科一批
东北大学,公共管理类,,2017,611,1326,文科,本科一批
东北大学,计算机类,,2017,616,6702,理科,本科一批
东北大学,经济管理试验班,,2017,611,7831,理科,本科一批
东北大学,生物工程,,2017,607,8835,理科,本科一批
东北大学,人文科学试验班,,2017,613,1221,文科,本科一批
东北大学,外国语言文学类,,2017,607,1557,文科,本科一批
东北大学,建筑类,,2017,609,8334,理科,本科一批
东北大学,自动化类,,2017,615,6940,理科,本科一批
东北大学,机械类,,2018,636,9311,理科,本科一批
东北大学,建筑类,,2018,638,8708,理科,本科一批
东北大学,机器人工程,,2018,642,7619,理科,本科一批
东北大学,理科试验班,,2018,639,8429,理科,本科一批
东北大学,工科试验班,,2018,635,9592,理科,本科一批
东北大学,外国语言文学类,,2018,635,2324,文科,本科一批
东北大学,公共管理类,,2018,643,1650,文科,本科一批
东北大学,生物工程,,2018,635,9592,理科,本科一批
东北大学,人文科学试验班,,2018,643,1650,文科,本科一批
东北大学,材料类,,2018,638,8708,理科,本科一批
东北大学,自动化类,,2018,644,7107,理科,本科一批
东北大学,计算机类,（含软件工程、数字媒体技术、信息安全）,2018,642,7619,理科,本科一批
东北大学,电子信息类,,2018,642,7619,理科,本科一批
东北大学,机械类,（含机械工程、过程装备与控制工程、车辆工程、工业设计专业）,2019,622,8419,理科,本科一批
东北大学,生物工程类,（含生物工程、生物制药专业；只招英语语种考生）,2019,626,7347,理科,本科一批
东北大学,电子信息类,（含电子信息工程、通信工程专业）,2019,626,7347,理科,本科一批
东北大学,公共管理类,（含法学、新闻学、行政管理、公共事业管理专业）,2019,622,1677,文科,本科一批
东北大学,理科试验班,（含数学与应用数学、信息与计算科学、应用化学、应用物理学、工程力学、应用统计学专业）,2019,623,8135,理科,本科一批
东北大学,自动化类,（含自动化、电气工程及其自动化、电子科学与技术、测控技术与仪器专业）,2019,628,6846,理科,本科一批
东北大学,经济管理试验班,（含工商管理、市场营销、会计学、工业工程、信息管理与信息系统、国际经济与贸易、金融学、经济学专业）,2019,622,8419,理科,本科一批
东北大学,人文科学试验班,（含思想政治教育、哲学专业）,2019,622,1677,文科,本科一批
东北大学,建筑类,（含建筑学、城乡规划专业；要求考生具备一定的绘画基础）,2019,622,8419,理科,本科一批
东北大学,计算机类,（含计算机科学与技术、物联网工程专业）,2019,630,6333,理科,本科一批
东北大学,人工智能,（外语语种为英语）,2019,627,7112,理科,本科一批
东北大学,智能医学工程,（只招英语语种考生）,2019,626,7347,理科,本科一批
东北大学,外国语言文学类,（含英语、俄语、日语、德语专业）,2019,621,1752,文科,本科一批
东北大学,计算机类,（含软件工程、数字媒体技术、信息安全专业；只招英语语种考生，只招收有志愿考生。大一、大二学费为5200元/年，大三、大四学费为16000元/年）,2019,626,7347,理科,本科一批
东北大学,机器人工程,,2019,627,7112,理科,本科一批
东北大学,材料类,（含材料科学与工程、材料物理、材料成型及控制工程、功能材料专业）,2019,624,7890,理科,本科一批
华东师范大学,历史学,,2020,647,237,文科,本科批
华东师范大学,汉语言文学,,2020,643,338,文科,本科批
华东师范大学,地理科学,,2020,663,3633,理科,本科批
华东师范大学,化学,,2020,664,3435,理科,本科批
华东师范大学,心理学类,（含心理学、应用心理学专业）,2020,666,3076,理科,本科批
华东师范大学,法语,（只招英语语种考生）,2020,637,507,文科,本科批
华东师范大学,数学类,（含数学与应用数学、信息与计算科学专业）,2020,672,2080,理科,本科批
华东师范大学,计算机科学与技术,,2020,666,3076,理科,本科批
华东师范大学,教育技术学,（双学位）（与计算几科学与技术专业双学位1）,2020,663,3633,理科,本科批
华东师范大学,公共管理类,（含人力资源管理、行政管理专业）,2020,636,558,文科,本科批
华东师范大学,工商管理类,（含工商管理、会计学、旅游管理专业）,2020,667,2883,理科,本科批
华东师范大学,金融学类,（含金融学、经济学专业）,2020,636,558,文科,本科批
华东师范大学,教育学类,（含学前教育、艺术教育、特殊教育、教育康复学、公共事业管理、教育技术学专业；师范类）,2020,637,507,文科,本科批
华东师范大学,工商管理类,（含工商管理、会计学、旅游管理专业）,2020,636,558,文科,本科批
华东师范大学,新闻传播学类,（含新闻学、编辑出版学专业）,2020,637,507,文科,本科批
华东师范大学,物理学类,（含物理学、材料科学与工程专业）,2020,668,2704,理科,本科批
华东师范大学,软件工程,（第三、四年学费每年16000元）,2020,667,2883,理科,本科批
华东师范大学,通信工程,,2020,664,3435,理科,本科批
华东师范大学,生物科学类,（含生物科学、生物技术专业）,2020,663,3633,理科,本科批
华东师范大学,金融学,（双学位）（与统计学专业双学位）,2020,668,2704,理科,本科批
华东师范大学,化学,,2020,655,5561,理科,本科提前批
华东师范大学,环境科学与工程类,,2020,654,5838,理科,本科提前批
华东师范大学,通信工程,,2020,655,5561,理科,本科提前批
华东师范大学,微电子科学与工程,,2020,657,5030,理科,本科提前批
华东师范大学,物理学类,,2020,654,5838,理科,本科提前批
华东师范大学,生物科学类,,2020,654,5838,理科,本科提前批
华东师范大学,计算机科学与技术,,2020,657,5030,理科,本科提前批
华东师范大学,英语,,2016,656,3846,理科,本科一批
华东师范大学,英语,,2016,635,509,文科,本科一批
华东师范大学,汉语言文学,,2016,655,4014,理科,本科一批
华东师范大学,软件工程,,2016,659,3365,理科,本科一批
华东师范大学,地理科学,,2016,654,4203,理科,本科一批
华东师范大学,汉语言文学,,2016,636,469,文科,本科一批
华东师范大学,教育技术学,,2016,657,3673,理科,本科一批
华东师范大学,历史学,,2016,635,509,文科,本科一批
华东师范大学,德语,,2016,634,530,文科,本科一批
华东师范大学,汉语国际教育,,2016,634,530,文科,本科一批
华东师范大学,物理学类,,2016,657,3673,理科,本科一批
华东师范大学,工商管理类,,2016,656,3846,理科,本科一批
华东师范大学,金融学类,,2016,635,509,文科,本科一批
华东师范大学,计算机科学与技术,,2016,655,4014,理科,本科一批
华东师范大学,环境科学与工程类,,2016,655,4014,理科,本科一批
华东师范大学,电子信息类,,2016,654,4203,理科,本科一批
华东师范大学,心理学类,,2016,662,2981,理科,本科一批
华东师范大学,工商管理类,,2016,634,530,文科,本科一批
华东师范大学,生物科学类,,2016,654,4203,理科,本科一批
华东师范大学,法语,,2016,635,509,文科,本科一批
华东师范大学,汉语言文学,,2017,635,3474,理科,本科一批
华东师范大学,软件工程,,2017,639,2913,理科,本科一批
华东师范大学,英语,,2017,636,3332,理科,本科一批
华东师范大学,历史学,,2017,632,481,文科,本科一批
华东师范大学,化学,,2017,632,3916,理科,本科一批
华东师范大学,教育技术学,,2017,632,3916,理科,本科一批
华东师范大学,英语,,2017,631,520,文科,本科一批
华东师范大学,地理科学,,2017,633,3775,理科,本科一批
华东师范大学,汉语言文学,,2017,635,412,文科,本科一批
华东师范大学,金融学类,,2017,632,3916,理科,本科一批
华东师范大学,人文地理与城乡规划,,2017,630,547,文科,本科一批
华东师范大学,金融学类,,2017,632,481,文科,本科一批
华东师范大学,德语,,2017,632,481,文科,本科一批
华东师范大学,生物科学类,,2017,633,3775,理科,本科一批
华东师范大学,环境科学与工程类,,2017,631,4066,理科,本科一批
华东师范大学,新闻传播学类,,2017,634,439,文科,本科一批
华东师范大学,汉语国际教育,,2017,637,3177,理科,本科一批
华东师范大学,心理学类,,2017,645,2234,理科,本科一批
华东师范大学,汉语国际教育,,2017,638,319,文科,本科一批
华东师范大学,统计学类,,2017,632,3916,理科,本科一批
华东师范大学,汉语言文学,,2018,668,328,文科,本科一批
华东师范大学,英语,,2018,662,529,文科,本科一批
华东师范大学,英语,,2018,668,2438,理科,本科一批
华东师范大学,地理科学,,2018,661,3514,理科,本科一批
华东师范大学,历史学,,2018,662,529,文科,本科一批
华东师范大学,汉语言文学,,2018,662,3359,理科,本科一批
华东师范大学,化学,,2018,664,3034,理科,本科一批
华东师范大学,软件工程,,2018,663,3186,理科,本科一批
华东师范大学,物理学类,,2018,664,3034,理科,本科一批
华东师范大学,工商管理类,,2018,662,529,文科,本科一批
华东师范大学,统计学类,,2018,671,2029,理科,本科一批
华东师范大学,金融学类,,2018,665,2883,理科,本科一批
华东师范大学,教育学类,,2018,670,2168,理科,本科一批
华东师范大学,环境科学与工程类,,2018,662,3359,理科,本科一批
华东师范大学,汉语国际教育,,2018,662,529,文科,本科一批
华东师范大学,法语,,2018,663,500,文科,本科一批
华东师范大学,工商管理类,,2018,664,3034,理科,本科一批
华东师范大学,计算机科学与技术,,2018,663,3186,理科,本科一批
华东师范大学,法学,,2018,663,500,文科,本科一批
华东师范大学,生物科学类,,2018,662,3359,理科,本科一批
华东师范大学,历史学,,2019,646,450,文科,本科一批
华东师范大学,化学,,2019,643,3612,理科,本科一批
华东师范大学,英语,,2019,647,407,文科,本科一批
华东师范大学,汉语言文学,,2019,649,356,文科,本科一批
华东师范大学,英语,,2019,646,3121,理科,本科一批
华东师范大学,汉语言文学,,2019,649,2680,理科,本科一批
华东师范大学,软件工程,,2019,647,2941,理科,本科一批
华东师范大学,工商管理类,,2019,642,3783,理科,本科一批
