院校,专业,专业详情,年份,最低分,位次,科目,批次,985,211
北京外国语大学,罗马尼亚语,,2016,615,15189,理科,本科提前批,0,1
北京外国语大学,越南语,,2016,607,1835,文科,本科提前批,0,1
北京外国语大学,乌尔都语,,2016,595,2889,文科,本科提前批,0,1
北京外国语大学,克罗地亚语,,2016,609,1693,文科,本科提前批,0,1
北京外国语大学,阿尔巴尼亚语,,2016,602,20711,理科,本科提前批,0,1
北京外国语大学,意大利语,,2016,618,1139,文科,本科提前批,0,1
北京外国语大学,葡萄牙语,,2016,630,9958,理科,本科提前批,0,1
北京外国语大学,英语,,2020,674,1811,理科,本科提前批,0,1
北京外国语大学,俄语,,2020,642,9708,理科,本科提前批,0,1
北京外国语大学,土耳其语,,2020,639,438,文科,本科提前批,0,1
北京外国语大学,阿拉伯语,,2020,658,4750,理科,本科提前批,0,1
北京外国语大学,波兰语,,2020,615,1820,文科,本科提前批,0,1
北京外国语大学,阿拉伯语,,2020,609,2444,文科,本科提前批,0,1
北京外国语大学,俄语,,2020,621,1336,文科,本科提前批,0,1
北京外国语大学,罗马尼亚语,,2020,604,3091,文科,本科提前批,0,1
北京外国语大学,德语,,2020,658,4750,理科,本科提前批,0,1
北京外国语大学,工商管理类,,2020,657,5030,理科,本科提前批,0,1
北京外国语大学,阿姆哈拉语,,2020,628,926,文科,本科提前批,0,1
北京外国语大学,拉脱维亚语,,2020,617,21133,理科,本科提前批,0,1
北京外国语大学,朝鲜语,,2020,633,677,文科,本科提前批,0,1
北京外国语大学,乌尔都语,,2020,639,10835,理科,本科提前批,0,1
北京外国语大学,越南语,,2020,621,1336,文科,本科提前批,0,1
北京外国语大学,阿尔巴尼亚语,,2020,629,15092,理科,本科提前批,0,1
北京外国语大学,西班牙语,（商务）,2020,652,6430,理科,本科提前批,0,1
北京外国语大学,葡萄牙语,,2020,622,1268,文科,本科提前批,0,1
北京外国语大学,丹麦语,,2020,630,825,文科,本科提前批,0,1
北京外国语大学,意大利语,,2020,630,825,文科,本科提前批,0,1
北京外国语大学,英语,,2016,650,210,文科,本科一批,0,1
北京外国语大学,日语,,2016,664,2691,理科,本科一批,0,1
北京外国语大学,外交学,,2016,644,309,文科,本科一批,0,1
北京外国语大学,新闻学,,2016,667,2336,理科,本科一批,0,1
北京外国语大学,外交学,,2016,674,1551,理科,本科一批,0,1
北京外国语大学,金融学,,2016,676,1364,理科,本科一批,0,1
北京外国语大学,外交学,（法语与法语国家研究）,2016,640,384,文科,本科一批,0,1
北京外国语大学,汉语言文学,,2016,639,403,文科,本科一批,0,1
北京外国语大学,德语,,2017,642,235,文科,本科一批,0,1
北京外国语大学,日语,,2017,647,2021,理科,本科一批,0,1
北京外国语大学,法语,,2017,660,1031,理科,本科一批,0,1
北京外国语大学,英语,,2017,651,1638,理科,本科一批,0,1
北京外国语大学,德语,,2017,652,1555,理科,本科一批,0,1
北京外国语大学,新闻学,,2017,649,1829,理科,本科一批,0,1
北京外国语大学,英语,,2017,641,253,文科,本科一批,0,1
北京外国语大学,金融学,,2017,655,1331,理科,本科一批,0,1
北京外国语大学,法学,,2017,639,300,文科,本科一批,0,1
北京外国语大学,汉语言文学,,2017,637,349,文科,本科一批,0,1
北京外国语大学,英语,,2018,673,207,文科,本科一批,0,1
北京外国语大学,法语,,2018,675,1580,理科,本科一批,0,1
北京外国语大学,英语,,2018,680,1084,理科,本科一批,0,1
北京外国语大学,法语,,2018,672,227,文科,本科一批,0,1
北京外国语大学,德语,,2018,671,250,文科,本科一批,0,1
北京外国语大学,德语,,2018,676,1471,理科,本科一批,0,1
北京外国语大学,新闻学,,2018,674,1685,理科,本科一批,0,1
北京外国语大学,新闻学,,2018,670,267,文科,本科一批,0,1
北京外国语大学,信息管理与信息系统,,2018,673,1803,理科,本科一批,0,1
北京外国语大学,汉语言文学,,2018,671,250,文科,本科一批,0,1
北京外国语大学,法学,,2018,672,267,文科,本科一批,0,1
北京外国语大学,金融学,,2018,672,1919,理科,本科一批,0,1
北京外国语大学,德语,,2019,653,272,文科,本科一批,0,1
北京外国语大学,英语,,2019,652,296,文科,本科一批,0,1
北京外国语大学,新闻学,,2019,644,509,文科,本科一批,0,1
北京外国语大学,德语,（国际传播）,2019,642,589,文科,本科一批,0,1
北京外国语大学,法学,,2019,637,758,文科,本科一批,0,1
北京外国语大学,俄语,（金融）（须口试）,2019,659,1529,理科,本科一批,0,1
北京外国语大学,新闻学,（须口试）,2019,656,1840,理科,本科一批,0,1
北京外国语大学,德语,（须口试）,2019,657,1736,理科,本科一批,0,1
北京外国语大学,信息管理与信息系统,（大数据与商务分析）（须口试）,2019,650,2531,理科,本科一批,0,1
北京外国语大学,法语,（须口试）,2019,668,847,理科,本科一批,0,1
北京外国语大学,英语,（只招英语语种考生；须口试）,2019,673,588,理科,本科一批,0,1
北京外国语大学,汉语言文学,,2019,648,380,文科,本科一批,0,1
北京外国语大学,外交学,（中外合作办学）,2019,632,1001,文科,本科一批,0,1
北京外国语大学,外交学,（中外合作办学）（须口试）,2019,621,8689,理科,本科一批,0,1
中国矿业大学,电子信息类,（含电子信息工程、自动化专业）,2020,629,15092,理科,本科批,0,1
中国矿业大学,经济与贸易类,（含金融学、国际经济与贸易专业）,2020,628,15579,理科,本科批,0,1
中国矿业大学,计算机类,（含计算机科学与技术、电子信息科学与技术、信息安全、数据科学与大数据技术专业）,2020,632,13750,理科,本科批,0,1
中国矿业大学,环境科学与工程类,（含环境工程、环境科学专业）,2020,626,16498,理科,本科批,0,1
中国矿业大学,物理学类,（含应用物理学、光电信息科学与工程专业）,2020,626,16498,理科,本科批,0,1
中国矿业大学,公共管理类,（含行政管理、法学、汉语言文学、广播电视学专业）,2020,605,2951,文科,本科批,0,1
中国矿业大学,建筑类,（含建筑学专业）,2020,626,16498,理科,本科批,0,1
中国矿业大学,土木类,（含土木工程、工程管理、建筑环境与能源应用工程专业）,2020,626,16498,理科,本科批,0,1
中国矿业大学,力学类,（含工程力学专业）,2020,626,16498,理科,本科批,0,1
中国矿业大学,电气类,（含电气工程及其自动化专业）,2020,633,13339,理科,本科批,0,1
中国矿业大学,建筑环境与能源应用工程,（中外合作办学）（与澳大利亚皇家墨尔本理工大学合办）,2020,595,34818,理科,本科批,0,1
中国矿业大学,大数据管理与应用,,2020,630,14623,理科,本科批,0,1
中国矿业大学,数学类,（含数学与应用数学、统计学专业）,2020,628,15579,理科,本科批,0,1
中国矿业大学,人工智能,,2020,630,14623,理科,本科批,0,1
中国矿业大学,化工与制药类,（含化学工程与工艺、应用化学、生物工程专业）,2020,626,16498,理科,本科批,0,1
中国矿业大学,外国语言文学类,（含英语、德语专业）,2020,604,3091,文科,本科批,0,1
中国矿业大学,材料类,（含材料科学与工程、新能源材料与器件专业）,2020,628,15579,理科,本科批,0,1
中国矿业大学,机械类,（含机械工程、机器人工程、过程装备与控制工程、工业设计、智能制造工程专业）,2020,627,16046,理科,本科批,0,1
中国矿业大学,能源动力类,（含能源与动力工程专业）,2020,626,16498,理科,本科批,0,1
中国矿业大学,工商管理类,（含会计学、人力资源管理、市场营销、电子商务专业）,2020,627,16046,理科,本科批,0,1
中国矿业大学,地质类,（其他备注及方向整理中）,2020,622,18484,理科,本科提前批,0,1
中国矿业大学,测绘类,,2020,613,23347,理科,本科提前批,0,1
中国矿业大学,安全科学与工程类,,2020,610,25064,理科,本科提前批,0,1
中国矿业大学,矿业类,（其他备注及方向整理中）,2020,619,20064,理科,本科提前批,0,1
中国矿业大学,土木类,,2020,620,19493,理科,本科提前批,0,1
中国矿业大学,机械类,,2020,626,16498,理科,本科提前批,0,1
中国矿业大学,工程力学,,2016,602,20711,理科,本科一批,0,1
中国矿业大学,会计学,,2016,610,17208,理科,本科一批,0,1
中国矿业大学,土木工程,,2016,583,30556,理科,本科一批,0,1
中国矿业大学,安全工程,,2016,590,26638,理科,本科一批,0,1
中国矿业大学,采矿工程,,2016,582,31130,理科,本科一批,0,1
中国矿业大学,矿物加工工程,,2016,600,21651,理科,本科一批,0,1
中国矿业大学,电气工程及其自动化,,2016,609,17638,理科,本科一批,0,1
中国矿业大学,法学,,2016,591,3316,文科,本科一批,0,1
中国矿业大学,环境科学与工程类,（环境科学、环境工程）,2016,599,22137,理科,本科一批,0,1
中国矿业大学,电子信息工程,,2016,605,19356,理科,本科一批,0,1
中国矿业大学,土木类,"（中外合作办学）（土木工程,澳大利亚格里菲斯大学）",2016,543,56512,理科,本科一批,0,1
中国矿业大学,经济与贸易类,（国际经济与贸易、金融学）,2016,595,2889,文科,本科一批,0,1
中国矿业大学,建筑环境与能源应用工程,"（中外合作办学,澳大利亚皇家墨尔本理工大学）",2016,535,62194,理科,本科一批,0,1
中国矿业大学,工业设计,,2016,601,21195,理科,本科一批,0,1
中国矿业大学,英语,,2016,590,3421,文科,本科一批,0,1
中国矿业大学,工业工程,,2016,600,21651,理科,本科一批,0,1
中国矿业大学,物理学类,（应用物理学、光电信息科学与工程）,2016,580,32242,理科,本科一批,0,1
中国矿业大学,计算机类,（计算机科学与技术、电子信息科学与技术、信息安全、网络工程）,2016,603,20244,理科,本科一批,0,1
中国矿业大学,电子信息类,,2017,580,17506,理科,本科一批,0,1
中国矿业大学,外国语言文学类,,2017,590,2914,文科,本科一批,0,1
中国矿业大学,机械工程,,2017,578,18298,理科,本科一批,0,1
中国矿业大学,物理学类,,2017,576,19113,理科,本科一批,0,1
中国矿业大学,化工与制药类,,2017,574,19963,理科,本科一批,0,1
中国矿业大学,能源动力类,,2017,575,19506,理科,本科一批,0,1
中国矿业大学,工商管理类,,2017,576,19113,理科,本科一批,0,1
中国矿业大学,建筑类,,2017,575,19506,理科,本科一批,0,1
中国矿业大学,材料类,,2017,574,19963,理科,本科一批,0,1
中国矿业大学,地质类,,2017,574,19963,理科,本科一批,0,1
中国矿业大学,数学类,,2017,578,18298,理科,本科一批,0,1
中国矿业大学,电气类,,2017,591,13503,理科,本科一批,0,1
中国矿业大学,测绘类,,2017,574,19963,理科,本科一批,0,1
中国矿业大学,公共管理类,,2017,589,3010,文科,本科一批,0,1
中国矿业大学,土木类,,2017,574,19963,理科,本科一批,0,1
中国矿业大学,安全科学与工程类,,2017,580,17506,理科,本科一批,0,1
中国矿业大学,计算机类,,2017,580,17506,理科,本科一批,0,1
中国矿业大学,经济与贸易类,,2017,582,16740,理科,本科一批,0,1
中国矿业大学,矿业类,,2017,574,19963,理科,本科一批,0,1
中国矿业大学,物理学类,,2018,613,17348,理科,本科一批,0,1
中国矿业大学,测绘类,,2018,613,17348,理科,本科一批,0,1
中国矿业大学,矿业类,,2018,612,17749,理科,本科一批,0,1
中国矿业大学,土木类,,2018,613,17348,理科,本科一批,0,1
中国矿业大学,化工与制药类,,2018,612,17749,理科,本科一批,0,1
中国矿业大学,经济与贸易类,,2018,616,16136,理科,本科一批,0,1
中国矿业大学,建筑类,,2018,615,16528,理科,本科一批,0,1
中国矿业大学,自动化类,,2018,615,16528,理科,本科一批,0,1
中国矿业大学,机械类,,2018,616,16136,理科,本科一批,0,1
中国矿业大学,公共管理类,,2018,628,3027,文科,本科一批,0,1
中国矿业大学,电气类,,2018,618,15361,理科,本科一批,0,1
中国矿业大学,外国语言文学类,,2018,627,3135,文科,本科一批,0,1
中国矿业大学,计算机类,,2018,618,15361,理科,本科一批,0,1
中国矿业大学,工商管理类,,2018,613,17348,理科,本科一批,0,1
中国矿业大学,地质类,,2018,612,17749,理科,本科一批,0,1
中国矿业大学,数学类,,2018,615,16528,理科,本科一批,0,1
中国矿业大学,材料类,,2018,614,16923,理科,本科一批,0,1
中国矿业大学,安全科学与工程类,,2018,616,16136,理科,本科一批,0,1
中国矿业大学,电子信息类,（含电子信息工程、自动化专业）,2019,602,15767,理科,本科一批,0,1
中国矿业大学,材料类,（含材料科学与工程专业）,2019,601,16169,理科,本科一批,0,1
中国矿业大学,力学类,（含工程力学专业）,2019,596,18477,理科,本科一批,0,1
中国矿业大学,工商管理类,（含会计学、人力资源管理、市场营销、工商管理、电子商务专业）,2019,596,18477,理科,本科一批,0,1
中国矿业大学,计算机类,（含计算机科学与技术、电子信息科学与技术、信息安全、数据科学与大数据技术专业）,2019,603,15293,理科,本科一批,0,1
中国矿业大学,测绘类,（含测绘工程、土地资源管理、地理信息科学专业）,2019,592,20375,理科,本科一批,0,1
中国矿业大学,矿业类,（含采矿工程、矿物加工工程、工业工程、交通运输专业）,2019,596,18477,理科,本科一批,0,1
中国矿业大学,化工与制药类,（含化学工程与工艺、应用化学、生物工程专业）,2019,597,18005,理科,本科一批,0,1
中国矿业大学,建筑类,（含建筑学专业）,2019,602,15767,理科,本科一批,0,1
中国矿业大学,环境科学与工程类,（含环境工程、环境科学专业）,2019,596,18477,理科,本科一批,0,1
中国矿业大学,数学类,（含数学与应用数学、统计学专业）,2019,601,16169,理科,本科一批,0,1
中国矿业大学,公共管理类,（含行政管理、法学、汉语言文学、广播电视学专业）,2019,608,3159,文科,本科一批,0,1
中国矿业大学,经济与贸易类,（含金融学、国际经济与贸易专业）,2019,598,17507,理科,本科一批,0,1
中国矿业大学,安全科学与工程类,（含安全工程、消防工程专业）,2019,599,17069,理科,本科一批,0,1
中国矿业大学,能源动力类,（含能源与动力工程专业）,2019,597,18005,理科,本科一批,0,1
中国矿业大学,外国语言文学类,（含英语、德语专业）,2019,608,3159,文科,本科一批,0,1
中国矿业大学,土木类,（含土木工程、工程管理、建筑环境与能源应用工程专业）,2019,596,18477,理科,本科一批,0,1
中国矿业大学,机械类,（含机械工程、机器人工程、过程装备与控制工程、工业设计专业）,2019,600,16609,理科,本科一批,0,1
中国矿业大学,地质类,（含地质工程、资源勘查工程、地球物理学、水文与水资源工程专业）,2019,596,18477,理科,本科一批,0,1
中国矿业大学,物理学类,（含应用物理学、光电信息科学与工程专业）,2019,602,15767,理科,本科一批,0,1
新疆大学,化学工程与工艺,,2020,590,38298,理科,本科批,0,1
新疆大学,环境科学,,2020,586,41321,理科,本科批,0,1
新疆大学,建筑学,（自治区急需紧缺专业）,2020,587,40563,理科,本科批,0,1
新疆大学,汉语言文学,,2020,592,4981,文科,本科批,0,1
新疆大学,自然地理与资源环境,,2020,592,36906,理科,本科批,0,1
新疆大学,高分子材料与工程,,2020,587,40563,理科,本科批,0,1
新疆大学,物理学,,2020,593,36210,理科,本科批,0,1
新疆大学,食品科学与工程,,2020,594,35490,理科,本科批,0,1
新疆大学,生物科学,（择优选拔进入人才培养模式改革实验班，将在“奖助学金”“推免研究生”等方面予以政策倾斜）,2020,590,38298,理科,本科批,0,1
新疆大学,自动化,（自治区急需紧缺专业）,2020,597,33455,理科,本科批,0,1
新疆大学,通信工程,,2020,597,33455,理科,本科批,0,1
新疆大学,交通工程,（自治区急需紧缺专业）,2020,594,35490,理科,本科批,0,1
新疆大学,旅游管理,（自治区急需紧缺专业）,2020,588,39788,理科,本科批,0,1
新疆大学,软件工程,（单科成绩要求数学≥70；自治区急需紧缺专业，含1个俄语言特色班）,2020,591,37604,理科,本科批,0,1
新疆大学,给排水科学与工程,,2020,590,38298,理科,本科批,0,1
新疆大学,物流管理,,2020,586,41321,理科,本科批,0,1
新疆大学,英语,（只招英语语种考生；单科成绩要求外语≥110；具体录取条件见学校招生章程）,2020,585,6342,文科,本科批,0,1
新疆大学,信息安全,（自治区急需紧缺专业）,2020,598,32799,理科,本科批,0,1
新疆大学,英语,（只招英语语种考生；单科成绩要求外语≥110；具体录取条件见学校招生章程）,2020,590,38298,理科,本科批,0,1
新疆大学,金融学,,2020,600,31474,理科,本科批,0,1
新疆大学,纺织工程,,2017,516,52199,理科,本科一批,0,1
新疆大学,土木工程,,2017,530,43218,理科,本科一批,0,1
新疆大学,资源勘查工程,,2017,518,50815,理科,本科一批,0,1
新疆大学,电气工程及其自动化,,2017,541,36635,理科,本科一批,0,1
新疆大学,数学与应用数学,,2017,527,45072,理科,本科一批,0,1
新疆大学,电子信息工程,,2017,526,45732,理科,本科一批,0,1
新疆大学,化学工程与工艺,,2017,515,52864,理科,本科一批,0,1
新疆大学,社会工作,,2017,542,10248,文科,本科一批,0,1
新疆大学,统计学,,2017,517,51489,理科,本科一批,0,1
新疆大学,英语,,2017,543,10033,文科,本科一批,0,1
新疆大学,计算机科学与技术,,2017,528,44452,理科,本科一批,0,1
新疆大学,汉语言文学,,2017,540,10715,文科,本科一批,0,1
新疆大学,酒店管理,,2017,520,49484,理科,本科一批,0,1
新疆大学,应用化学,,2017,516,52199,理科,本科一批,0,1
新疆大学,工业设计,,2017,516,52199,理科,本科一批,0,1
新疆大学,机械工程,,2017,524,46986,理科,本科一批,0,1
新疆大学,能源与动力工程,,2017,529,43815,理科,本科一批,0,1
新疆大学,知识产权,,2017,515,52864,理科,本科一批,0,1
新疆大学,应用物理学,,2017,527,45072,理科,本科一批,0,1
新疆大学,建筑环境与能源应用工程,,2017,519,50168,理科,本科一批,0,1
新疆大学,纺织工程,,2018,559,47006,理科,本科一批,0,1
新疆大学,电气工程及其自动化,,2018,580,33905,理科,本科一批,0,1
新疆大学,电子信息工程,,2018,568,41135,理科,本科一批,0,1
新疆大学,数学与应用数学,,2018,580,33905,理科,本科一批,0,1
新疆大学,化学工程与工艺,,2018,563,44368,理科,本科一批,0,1
新疆大学,资源勘查工程,,2018,560,46313,理科,本科一批,0,1
新疆大学,土木工程,,2018,559,47006,理科,本科一批,0,1
新疆大学,自动化,,2018,564,43710,理科,本科一批,0,1
新疆大学,市场营销,,2018,560,46313,理科,本科一批,0,1
新疆大学,通信工程,,2018,566,42434,理科,本科一批,0,1
新疆大学,高分子材料与工程,,2018,566,42434,理科,本科一批,0,1
新疆大学,国际政治,,2018,593,8797,文科,本科一批,0,1
新疆大学,历史学,,2018,595,8328,文科,本科一批,0,1
新疆大学,材料成型及控制工程,,2018,563,44368,理科,本科一批,0,1
新疆大学,遥感科学与技术,,2018,564,43710,理科,本科一批,0,1
新疆大学,环境科学,,2018,561,45661,理科,本科一批,0,1
新疆大学,金融学,,2018,576,36179,理科,本科一批,0,1
新疆大学,软件工程,,2018,565,43053,理科,本科一批,0,1
新疆大学,城乡规划,,2018,559,47006,理科,本科一批,0,1
新疆大学,能源与动力工程,,2018,564,43710,理科,本科一批,0,1
新疆大学,化学工程与工艺,,2019,554,44192,理科,本科一批,0,1
新疆大学,酒店管理,,2019,586,7065,文科,本科一批,0,1
新疆大学,生物科学,,2019,555,43493,理科,本科一批,0,1
新疆大学,机械类,（含机械工程、材料成型及控制工程、工业设计专业；录取条件见院校招生章程）,2019,559,40660,理科,本科一批,0,1
新疆大学,信息安全,（自治区急需紧缺专业）,2019,561,39135,理科,本科一批,0,1
新疆大学,土木工程,（自治区急需紧缺专业）,2019,553,44904,理科,本科一批,0,1
新疆大学,物理学,,2019,556,42812,理科,本科一批,0,1
新疆大学,中国语言文学类,（含汉语言、汉语言文学专业；语文单科成绩＞=95）,2019,554,44192,理科,本科一批,0,1
新疆大学,材料科学与工程,,2019,556,42812,理科,本科一批,0,1
新疆大学,劳动与社会保障,,2019,562,38496,理科,本科一批,0,1
新疆大学,水文与水资源工程,,2019,554,44192,理科,本科一批,0,1
新疆大学,旅游管理,（自治区急需紧缺专业）,2019,585,7324,文科,本科一批,0,1
新疆大学,交通工程,（自治区急需紧缺专业）,2019,559,40660,理科,本科一批,0,1
新疆大学,建筑环境与能源应用工程,,2019,554,44192,理科,本科一批,0,1
新疆大学,法学,（录取条件见院校招生章程）,2019,588,6618,文科,本科一批,0,1
新疆大学,生态学,,2019,554,44192,理科,本科一批,0,1
新疆大学,行政管理,,2019,553,44904,理科,本科一批,0,1
新疆大学,工业工程,,2019,556,42812,理科,本科一批,0,1
新疆大学,思想政治教育,,2019,585,7324,文科,本科一批,0,1
新疆大学,酒店管理,,2019,559,40660,理科,本科一批,0,1
浙江理工大学,服装设计与工程,,2020,610,25064,理科,本科批,0,0
浙江理工大学,轻化工程,,2020,610,25064,理科,本科批,0,0
浙江理工大学,建筑类,（含建筑学、风景园林专业）,2020,612,23913,理科,本科批,0,0
浙江理工大学,生物科学类,（含生物技术、生物制药、海洋资源开发技术专业）,2020,610,25064,理科,本科批,0,0
浙江理工大学,外国语言文学类,（含英语、日语专业）,2020,598,3945,文科,本科批,0,0
浙江理工大学,工业设计,,2020,610,25064,理科,本科批,0,0
浙江理工大学,工商管理类,（含会计学、工商管理、人力资源管理专业）,2020,613,23347,理科,本科批,0,0
浙江理工大学,工商管理类,（含会计学、工商管理、人力资源管理专业）,2020,598,3945,文科,本科批,0,0
浙江理工大学,纺织类,（含纺织工程、非织造材料与工程专业）,2020,610,25064,理科,本科批,0,0
浙江理工大学,土木类,（含土木工程、建筑环境与能源应用工程、工程管理专业）,2020,610,25064,理科,本科批,0,0
浙江理工大学,电气类,（含测控技术与仪器、电气工程及其自动化、自动化、机器人工程专业）,2020,612,23913,理科,本科批,0,0
浙江理工大学,机械类,（含机械设计制造及其自动化、机械电子工程、智能制造工程专业）,2020,611,24487,理科,本科批,0,0
浙江理工大学,经济与贸易类,（含经济学、金融学、国际经济与贸易专业）,2020,599,3790,文科,本科批,0,0
浙江理工大学,外国语言文学类,（含英语、日语专业）,2020,611,24487,理科,本科批,0,0
浙江理工大学,经济与贸易类,（含经济学、金融学、国际经济与贸易专业）,2020,613,23347,理科,本科批,0,0
浙江理工大学,服装设计与工程,（中外合作办学）（要求外语成绩不低于105分）,2020,521,96977,理科,本科批,0,0
浙江理工大学,应用心理学,,2020,620,19493,理科,本科批,0,0
浙江理工大学,数学类,（按数理类培养）（含数学与应用数学、应用物理学、信息与计算科学专业）,2020,612,23913,理科,本科批,0,0
浙江理工大学,行政管理,,2020,610,25064,理科,本科批,0,0
浙江理工大学,法学类,（含法学、社会工作专业）,2020,597,4119,文科,本科批,0,0
浙江理工大学,轻化工程,,2017,562,25415,理科,本科一批,0,0
浙江理工大学,服装设计与工程,,2017,565,24025,理科,本科一批,0,0
浙江理工大学,机械类,,2017,564,24486,理科,本科一批,0,0
浙江理工大学,工商管理类,,2017,581,3849,文科,本科一批,0,0
浙江理工大学,新闻传播学类,,2017,575,4562,文科,本科一批,0,0
浙江理工大学,工商管理,,2017,570,21740,理科,本科一批,0,0
浙江理工大学,土木类,,2017,563,24930,理科,本科一批,0,0
浙江理工大学,电子信息类,,2017,566,23575,理科,本科一批,0,0
浙江理工大学,经济学类,,2017,570,21740,理科,本科一批,0,0
浙江理工大学,经济与贸易类,,2017,580,3967,文科,本科一批,0,0
浙江理工大学,公共管理类,,2017,576,4441,文科,本科一批,0,0
浙江理工大学,经济与贸易类,,2017,565,24025,理科,本科一批,0,0
浙江理工大学,外国语言文学类,,2017,563,24930,理科,本科一批,0,0
浙江理工大学,公共管理类,,2017,564,24486,理科,本科一批,0,0
浙江理工大学,外国语言文学类,,2017,575,4562,文科,本科一批,0,0
浙江理工大学,法学类,,2017,564,24486,理科,本科一批,0,0
浙江理工大学,工业设计,,2017,564,24486,理科,本科一批,0,0
浙江理工大学,化学类,,2017,562,25415,理科,本科一批,0,0
浙江理工大学,电子商务类,,2017,565,24025,理科,本科一批,0,0
浙江理工大学,国际经济与贸易,,2017,572,20835,理科,本科一批,0,0
浙江理工大学,轻化工程,,2018,597,24681,理科,本科一批,0,0
浙江理工大学,服装设计与工程,,2018,601,22696,理科,本科一批,0,0
浙江理工大学,应用心理学,,2018,604,21273,理科,本科一批,0,0
浙江理工大学,数学类,,2018,597,24681,理科,本科一批,0,0
浙江理工大学,法学类,,2018,619,4202,文科,本科一批,0,0
浙江理工大学,工业设计,,2018,597,24681,理科,本科一批,0,0
浙江理工大学,公共管理类,,2018,600,23169,理科,本科一批,0,0
浙江理工大学,电子信息类,,2018,607,19868,理科,本科一批,0,0
浙江理工大学,土木类,,2018,598,24175,理科,本科一批,0,0
浙江理工大学,计算机类,,2018,605,20800,理科,本科一批,0,0
浙江理工大学,纺织类,,2018,597,24681,理科,本科一批,0,0
浙江理工大学,外国语言文学类,,2018,599,23647,理科,本科一批,0,0
浙江理工大学,外国语言文学类,,2018,621,3918,文科,本科一批,0,0
浙江理工大学,工商管理,,2018,603,21717,理科,本科一批,0,0
浙江理工大学,工商管理类,,2018,622,3762,文科,本科一批,0,0
浙江理工大学,电气类,,2018,599,23647,理科,本科一批,0,0
浙江理工大学,经济学类,,2018,606,20318,理科,本科一批,0,0
浙江理工大学,自动化类,,2018,612,17749,理科,本科一批,0,0
浙江理工大学,电子商务类,,2018,603,21717,理科,本科一批,0,0
浙江理工大学,机械类,,2018,599,23647,理科,本科一批,0,0
浙江理工大学,服装设计与工程,,2019,587,22969,理科,本科一批,0,0
浙江理工大学,轻化工程,,2019,584,24582,理科,本科一批,0,0
浙江理工大学,公共管理类,（含行政管理专业）,2019,597,4881,文科,本科一批,0,0
浙江理工大学,数学类,（含数学与应用数学、应用物理学、信息与计算科学专业）,2019,586,23534,理科,本科一批,0,0
浙江理工大学,工业设计,,2019,584,24582,理科,本科一批,0,0
浙江理工大学,外国语言文学类,（含英语、日语专业）,2019,586,23534,理科,本科一批,0,0
浙江理工大学,外国语言文学类,（含英语、日语专业）,2019,601,4215,文科,本科一批,0,0
浙江理工大学,工商管理类,（含会计学、工商管理、人力资源管理专业）,2019,587,22969,理科,本科一批,0,0
浙江理工大学,自动化类,（理工实验班）（含信息与计算科学、工业工程、应用化学、生物技术、应用心理学、机械设计制造及其自动化、机械电子工程、工业设计、测控技术与仪器、材料科学与工程、材料化学、新能源材料与器件、电气工程及其自动化、电子信息工程、通信工程、自动化、计算机科学与技术、数字媒体技术、土木工程、建筑环境与能源应用工程、纺织工程、服装设计与工程、非织造材料与工程、轻化工程、海洋资源开发技术、建筑学、风景园林、生物制药、工程管理、信息管理与信息系统、工商管理、会计学、人力资源管理、经济学、经济统计学、金融学、国际经济与,2019,597,18005,理科,本科一批,0,0
浙江理工大学,电子商务类,（含电子商务、信息管理与信息系统专业）,2019,591,20862,理科,本科一批,0,0
浙江理工大学,建筑类,（含建筑学、风景园林专业）,2019,583,25132,理科,本科一批,0,0
浙江理工大学,电子信息类,（含电子信息工程、通信工程专业）,2019,592,20375,理科,本科一批,0,0
浙江理工大学,生物科学类,（基地班）（含生物技术、生物制药、海洋资源开发技术专业）,2019,583,25132,理科,本科一批,0,0
浙江理工大学,土木类,（含土木工程、建筑环境与能源应用工程、工程管理专业）,2019,584,24582,理科,本科一批,0,0
浙江理工大学,化学类,（基地班）（含材料科学与工程、应用化学、材料化学专业）,2019,585,24047,理科,本科一批,0,0
浙江理工大学,机械类,（含机械设计制造及其自动化、机械电子工程、工业工程、智能制造工程专业）,2019,586,23534,理科,本科一批,0,0
浙江理工大学,经济与贸易类,（含经济学、金融学、经济统计学、国际经济与贸易专业）,2019,602,4055,文科,本科一批,0,0
浙江理工大学,经济与贸易类,（含经济学、金融学、经济统计学、国际经济与贸易专业）,2019,588,22432,理科,本科一批,0,0
浙江理工大学,法学类,（含法学、社会工作专业）,2019,598,4698,文科,本科一批,0,0
浙江理工大学,工商管理类,（含会计学、工商管理、人力资源管理专业）,2019,603,3879,文科,本科一批,0,0
中央财经大学,精算学,,2020,667,2883,理科,本科批,0,1
中央财经大学,应用心理学,,2020,664,3435,理科,本科批,0,1
中央财经大学,金融学类,（含金融学专业）,2020,654,129,文科,本科批,0,1
中央财经大学,体育经济与管理,,2020,636,558,文科,本科批,0,1
中央财经大学,公共管理类,（含行政管理、公共事业管理、国际政治专业）,2020,638,460,文科,本科批,0,1
中央财经大学,经济学,（数理经济与数理金融）,2020,676,1574,理科,本科批,0,1
中央财经大学,经济学类,（含经济学、国民经济管理专业）,2020,645,291,文科,本科批,0,1
中央财经大学,管理科学与工程类,（含管理科学、工程管理、房地产开发与管理、大数据管理与应用专业）,2020,664,3435,理科,本科批,0,1
